Title,First Author,Journal,Publication Year,DOI
Optimization of High Energy Efficiency for Self-Consistent Energy System in Highway Service Area via Simulated Annealing Algorithm-Genetic Algorithm,"Li, Yanbo (1); Li, Ruochen (1); Shi, Bo (2); Chen, Junshuo (1)",Hsi-An Chiao Tung Ta Hsueh/Journal of Xi'an Jiaotong University,2024,
SAGAS: Simulated annealing and greedy algorithm scheduler for laboratory automation,"Arai, Yuya (1, 2); Takahashi, Ko (1); Horinouchi, Takaaki (3, 4); Takahashi, Koichi (4, 5); Ozaki, Haruka (2, 6)",SLAS Technology,2023,
Solving Nurse Rostering Optimization Problem using Reinforcement Learning - Simulated Annealing with Reheating Hyper-heuristics Algorithm,"Muklason, Ahmad (1); Kusuma, Shindu Dimas Rizal (1); Riksakomara, Edwin (1); Premananda, I. Gusti Agung (1); Anggraeni, Wiwik (1); Mahananto, Faizal (1); Tyasnurita, Raras (1)",Procedia Computer Science,2024,
Integrated Demand Response Optimization for Consumer With Herd Mentality: A Genetic Simulated Annealing Approach,"Huo, Xianxu (1); Yu, Jiancheng (2); Pang, Chao (1); Ding, Yi (1); Zhang, Jian (2); Zhao, Chenyang (2); Yu, Bo (2)",IEEE Access,2024,
Multi-UAV cooperative task planning based on an improved adaptive simulated annealing and genetic algorithm,"Cheng, Zhuo (1); Zhang, Hui (1); Guo, Liqiang (1)",Proceedings of SPIE - The International Society for Optical Engineering,2023,
Construction of Rural Distribution Network Reliability Management Computer System Based on Simulated Annealing Algorithm,"Lin, Xiqiao (1); Qin, Huiling (1)","2023 International Conference on Data Science and Network Security, ICDSNS 2023",2023,
Multi-UAV Logistics Planning Problem Based on Improved Genetic Simulated Annealing Algorithm,"Xue, Zhentao (1); Chen, Jian (1); Cao, Yuanyang (1, 2); Zhang, Zichao (1, 3); Liu, Xuzan (1, 4)",Lecture Notes in Electrical Engineering,2023,
Two-dimensional array antenna directional pattern optimization method based on genetic simulated annealing algorithm,"Liu, Zijing (1); Chen, Xi (1); Yuan, Naichang (1)",Proceedings of SPIE - The International Society for Optical Engineering,2023,
Multi-Satellite Scheduling for Moving Targets Using Enhanced Hybrid Genetic Simulated Annealing Algorithm and Observation Strip Selection,"Qin, Jiahao (1); Bai, Xue (1); Du, Guoming (2); Liu, Jia (2); Peng, Na (3); Xu, Ming (1)",IEEE Transactions on Aerospace and Electronic Systems,2024,
Large-scale constellation TT&C resource scheduling algorithm based on adaptive simulated annealing,"Wu, Guohua (1); Wang, Tianyu (1)",Hangkong Xuebao/Acta Aeronautica et Astronautica Sinica,2023,
Evaluation of distributed photovoltaic hosting capacity of distribution networks based on improved simulated annealing-particle swarm optimization,"Men, Maochen (1); Zhao, Rui (2); Zhang, Jinshuai (3); Wang, Peng (3); Zhang, Qing (2)",Zhejiang Daxue Xuebao (Gongxue Ban)/Journal of Zhejiang University (Engineering Science),2024,
Recommender System for Tourist Routes in Yogyakarta Using Simulated Annealing Algorithm,"Mahardika, Made Dwija (1); Baizal, Z.K.A. (1)","2023 IEEE 8th International Conference for Convergence in Technology, I2CT 2023",2023,
