Title,First Author,Journal,Publication Year,DOI,Duplicates,Number
Registration of 4D cardiac CT sequences under trajectory constraints with multichannel diffeomorphic demons,Peyrat JM,IEEE Trans Med Imaging,2010,10.1109/TMI.2009.2038908,TRUE,1
Registration of 4D cardiac CT sequences under trajectory constraints with multichannel diffeomorphic demons,"Peyrat, Jean-Marc (15042764900); Delingette, Herv (7004183160); Sermesant, Maxime (6506746084); Xu, Chenyang (7404181366); Ayache, Nicholas (7006015230)",IEEE Transactions on Medical Imaging,2010,10.1109/TMI.2009.2038908,TRUE,2
Registration of 4D Cardiac CT Sequences Under Trajectory Constraints With Multichannel Diffeomorphic Demons,"Peyrat, JM; Delingette, H; Sermesant, M; Xu, CY; Ayache, N",IEEE TRANSACTIONS ON MEDICAL IMAGING,2010,10.1109/TMI.2009.2038908,TRUE,3
Registration of 4D cardiac CT sequences under trajectory constraints with multichannel diffeomorphic demons,"Peyrat, Jean-Marc (1); Delingette, Herv (1); Sermesant, Maxime (1, 2); Xu, Chenyang (3); Ayache, Nicholas (1)",IEEE Transactions on Medical Imaging,2010,,TRUE,4
Relaxivity-iron calibration in hepatic iron overload: Predictions of a Monte Carlo model,Ghugre NR,Magn Reson Med,2015,10.1002/mrm.25459,TRUE,1
Relaxivity-iron calibration in hepatic iron overload: Predictions of a Monte Carlo model,"Ghugre, Nilesh R. (7801567414); Doyle, Eamon K. (56785333600); Storey, Pippa (7005203239); Wood, John C. (55371399600)",Magnetic Resonance in Medicine,2015,10.1002/mrm.25459,TRUE,2
Relaxivity-iron calibration in hepatic iron overload: Predictions of a Monte Carlo model,"Ghugre, NR; Doyle, EK; Storey, P; Wood, JC",MAGNETIC RESONANCE IN MEDICINE,2015,10.1002/mrm.25459,TRUE,3
Relaxivity-iron calibration in hepatic iron overload: Predictions of a Monte Carlo model,"Ghugre, Nilesh R. (1, 2); Doyle, Eamon K. (3); Storey, Pippa (4); Wood, John C. (5)",Magnetic Resonance in Medicine,2015,,TRUE,4
Reliability of Supervised Machine Learning Using Synthetic Data in Health Care: Model to Preserve Privacy for Data Sharing,Rankin D,JMIR Med Inform,2020,10.2196/18910,TRUE,1
Reliability of Supervised Machine Learning Using Synthetic Data in Health Care: Model to Preserve Privacy for Data Sharing,"Rankin, D; Black, M; Bond, R; Wallace, J; Mulvenna, M; Epelde, G",JMIR MEDICAL INFORMATICS,2020,10.2196/18910,TRUE,2
Remaking the future: contemplating a life with chronic widespread pain,Richardson JC,Chronic Illn,2006,10.1177/17423953060020030201,FALSE,1
Removing ocular movement artefacts by a joint smoothened subspace estimator,Phlypo R,Comput Intell Neurosci,2007,10.1155/2007/75079,TRUE,1
Removing ocular movement artefacts by a joint smoothened subspace estimator,"Phlypo, Ronald (13007758800); Boon, Paul (7103015445); D'Asseler, Yves (7003328233); Lemahieu, Ignace (7006325339)",Computational Intelligence and Neuroscience,2007,10.1155/2007/75079,TRUE,2
"Respect, but ... an analysis of the reception of the transsexual population in primary care in a municipality of Santa Catarina ...","Derner, ID; Tomazelli, N; da Silveira, E; Munaro, CA; Velho, PS",REVISTA DE GESTAO E SECRETARIADO-GESEC,2023,10.7769/gesec.v14i7.2503,FALSE,1
RETRACTED: Diagnosis of Dementia Using a Generative Deep Convolution Neural Network (Retracted Article),"Noella, RSN; Priyadarshini, J",ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING,2023,10.1007/s13369-021-05982-0,FALSE,1
Reusable data in public health data-bases-problems encountered in Danish Children's Database,Høstgaard AM,Stud Health Technol Inform,2012,,FALSE,1
Revisiting gender identity and relative income within households: A cautionary tale on the potential pitfalls of density estimators,"Kuehnle, D; Oberfichtner, M; Ostermann, K",JOURNAL OF APPLIED ECONOMETRICS,2021,10.1002/jae.2853,FALSE,1
Revolutionizing personalized medicine with generative AI: a systematic review,"Ghebrehiwet, Isaias (58875798000); Zaki, Nazar (16044448200); Damseh, Rafat (57190846827); Mohamad, Mohd Saberi (24724973200)",Artificial Intelligence Review,2024,10.1007/s10462-024-10768-5,TRUE,1
Revolutionizing personalized medicine with generative AI: a systematic review,"Ghebrehiwet, I; Zaki, N; Damseh, R; Mohamad, MS",ARTIFICIAL INTELLIGENCE REVIEW,2024,10.1007/s10462-024-10768-5,TRUE,2
Revolutionizing personalized medicine with generative AI: a systematic review,"Ghebrehiwet, Isaias (1); Zaki, Nazar (1); Damseh, Rafat (1); Mohamad, Mohd Saberi (2)",Artificial Intelligence Review,2024,,TRUE,3
Revolutionizing personalized medicine with generative AI: a systematic review,"Ghebrehiwet, Isaias (1); Zaki, Nazar (1); Damseh, Rafat (1); Mohamad, Mohd Saberi (2)",Artificial Intelligence Review,2024,,TRUE,4
Reаl-time heаrt diseаse detection аnd monitoring system bаsed on fаst mаchine leаrning using Spаrk,"Ed-daoudy, Abderrahmane (57207360390); Maalmi, Khalil (7801502982)",Health and Technology,2020,10.1007/s12553-020-00460-3,FALSE,1
Risk prediction to examine health status with real and synthetic datasets,"Thippa Reddy, G. (57217062630); Srivatsava, Aparna (57201801388); Lakshmanna, Kuruva (56011347200); Kaluri, Rajesh (56604091800); Karnam, Sudheer (57191666684); Nagaraja, G. (57190226490)",Biomedical and Pharmacology Journal,2017,10.13005/bpj/1309,FALSE,1
Robust analysis of stepped wedge trials using cluster-level summaries within periods,Thompson JA,Stat Med,2018,10.1002/sim.7668,TRUE,1
Robust analysis of stepped wedge trials using cluster-level summaries within periods,"Thompson, J.A. (56783334300); Davey, C. (55514938200); Fielding, K. (35493200400); Hargreaves, J.R. (7102195044); Hayes, R.J. (7402082478)",Statistics in Medicine,2018,10.1002/sim.7668,TRUE,2
Robust analysis of stepped wedge trials using cluster-level summaries within periods,"Thompson, JA; Davey, C; Fielding, K; Hargreaves, JR; Hayes, RJ",STATISTICS IN MEDICINE,2018,10.1002/sim.7668,TRUE,3
Robust Collaborative Clustering of Subjects and Radiomic Features for Cancer Prognosis,Liu H,IEEE Trans Biomed Eng,2020,10.1109/TBME.2020.2969839,TRUE,1
Robust Collaborative Clustering of Subjects and Radiomic Features for Cancer Prognosis,"Liu, Hangfan (56237469200); Li, Hongming (37017474900); Habes, Mohamad (55445429000); Li, Yuemeng (57217028343); Boimel, Pamela (6507637610); Janopaul-Naylor, James (57190401426); Xiao, Ying (57211428127); Ben-Josef, Edgar (7003319282); Fan, Yong (55687203900)",IEEE Transactions on Biomedical Engineering,2020,10.1109/TBME.2020.2969839,TRUE,2
Robust Collaborative Clustering of Subjects and Radiomic Features for Cancer Prognosis,"Liu, HF; Li, HM; Habes, M; Li, YM; Boimel, P; Janopaul-Naylor, J; Xiao, Y; Ben-Josef, E; Fan, Y",IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,2020,10.1109/TBME.2020.2969839,TRUE,3
Robust Collaborative Clustering of Subjects and Radiomic Features for Cancer Prognosis,"Liu, Hangfan (1); Li, Hongming (1); Habes, Mohamad (1); Li, Yuemeng (1); Boimel, Pamela (2); Janopaul-Naylor, James (2); Xiao, Ying (2); Ben-Josef, Edgar (2); Fan, Yong (3)",IEEE Transactions on Biomedical Engineering,2020,,TRUE,4
Robust estimation of the effect of an exposure on the change in a continuous outcome,Ning Y,BMC Med Res Methodol,2020,10.1186/s12874-020-01027-6,TRUE,1
Robust estimation of the effect of an exposure on the change in a continuous outcome,"Ning, Yilin (57225104043); Støer, Nathalie C. (55888186700); Ho, Peh Joo (57194007898); Kao, Shih Ling (37021889900); Ngiam, Kee Yuan (55388553800); Khoo, Eric Yin Hao (26654817200); Lee, Soo Chin (8928141500); Tai, E-Shyong (57770356700); Hartman, Mikael (22234057900); Reilly, Marie (57201846907); Tan, Chuen Seng (7402817964)",BMC Medical Research Methodology,2020,10.1186/s12874-020-01027-6,TRUE,2
Robust estimation of the effect of an exposure on the change in a continuous outcome,"Ning, YL; Stoer, NC; Ho, PJ; Kao, SL; Ngiam, KY; Khoo, EYH; Lee, SC; Tai, ES; Hartman, M; Reilly, M; Tan, CS",BMC MEDICAL RESEARCH METHODOLOGY,2020,10.1186/s12874-020-01027-6,TRUE,3
Robust Grouped Variable Selection Using Distributionally Robust Optimization,"Chen, Ruidi (57200503698); Paschalidis, Ioannis Ch. (6701781472)",Journal of Optimization Theory and Applications,2022,10.1007/s10957-022-02065-4,TRUE,1
Robust Grouped Variable Selection Using Distributionally Robust Optimization,"Chen, RD; Paschalidis, IC",JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,2022,10.1007/s10957-022-02065-4,TRUE,2
Robust Grouped Variable Selection Using Distributionally Robust Optimization,"Chen, Ruidi (1); Paschalidis, Ioannis Ch. (1)",Journal of Optimization Theory and Applications,2022,,TRUE,3
Robust point-pattern inference from spatially censored data,"Sweeney, Stuart H. (57203194388); Konty, Kevin J. (20734603100)",Environment and Planning A,2005,10.1068/a35318,TRUE,1
Robust point-pattern inference from spatially censored data,"Sweeney, SH; Konty, KJ",ENVIRONMENT AND PLANNING A,2005,10.1068/a35318,TRUE,2
ROC curves for clinical prediction models part 1. ROC plots showed no added value above the AUC when evaluating the performance of clinical prediction models,Verbakel JY,J Clin Epidemiol,2020,10.1016/j.jclinepi.2020.01.028,TRUE,1
ROC curves for clinical prediction models part 1. ROC plots showed no added value above the AUC when evaluating the performance of clinical prediction models,"Verbakel, JY; Steyerberg, EW; Uno, H; De Cock, B; Wynants, L; Collins, GS; Van Calster, B",JOURNAL OF CLINICAL EPIDEMIOLOGY,2020,10.1016/j.jclinepi.2020.01.028,TRUE,2
SAGAS: Simulated annealing and greedy algorithm scheduler for laboratory automation,"Arai, Yuya (1, 2); Takahashi, Ko (1); Horinouchi, Takaaki (3, 4); Takahashi, Koichi (4, 5); Ozaki, Haruka (2, 6)",SLAS Technology,2023,,TRUE,1
SAGAS: Simulated annealing and greedy algorithm scheduler for laboratory automation,"Arai, Yuya (1, 2); Takahashi, Ko (1); Horinouchi, Takaaki (3, 4); Takahashi, Koichi (4, 5); Ozaki, Haruka (2, 6)",SLAS Technology,2023,,TRUE,2
Secure Record Linkage of Large Health Data Sets: Evaluation of a Hybrid Cloud Model,Brown AP,JMIR Med Inform,2020,10.2196/18920,TRUE,1
Secure record linkage of large health data sets: Evaluation of a hybrid cloud model,"Brown, Adrian Paul (56899197900); Randall, Sean M. (55536994200)",JMIR Medical Informatics,2020,10.2196/18920,TRUE,2
Secure Record Linkage of Large Health Data Sets: Evaluation of a Hybrid Cloud Model,"Brown, AP; Randall, SM",JMIR MEDICAL INFORMATICS,2020,10.2196/18920,TRUE,3
Securing healthcare data in industrial cyber-physical systems using combining deep learning and blockchain technology,"Mohammed, Mazin Abed (57192089894); Lakhan, Abdullah (57209259574); Zebari, Dilovan Asaad (57204888512); Ghani, Mohd Khanapi Abd (24491611800); Marhoon, Haydar Abdulameer (56532476900); Abdulkareem, Karrar Hameed (57197854295); Nedoma, Jan (57014879400); Martinek, Radek (36537543900)",Engineering Applications of Artificial Intelligence,2024,10.1016/j.engappai.2023.107612,TRUE,1
Securing healthcare data in industrial cyber-physical systems using combining deep learning and blockchain technology,"Mohammed, MA; Lakhan, A; Zebari, DA; Ghani, MKA; Marhoon, HA; Abdulkareem, KH; Nedoma, J; Martinek, R",ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE,2024,10.1016/j.engappai.2023.107612,TRUE,2
Securing healthcare data in industrial cyber-physical systems using combining deep learning and blockchain technology,"Mohammed, Mazin Abed (1, 8, 9); Lakhan, Abdullah (2, 8, 9); Zebari, Dilovan Asaad (3); Ghani, Mohd Khanapi Abd (4); Marhoon, Haydar Abdulameer (5, 6); Abdulkareem, Karrar Hameed (7); Nedoma, Jan (8); Martinek, Radek (9)",Engineering Applications of Artificial Intelligence,2024,,TRUE,3
Securing healthcare data in industrial cyber-physical systems using combining deep learning and blockchain technology,"Mohammed, Mazin Abed (1, 8, 9); Lakhan, Abdullah (2, 8, 9); Zebari, Dilovan Asaad (3); Ghani, Mohd Khanapi Abd (4); Marhoon, Haydar Abdulameer (5, 6); Abdulkareem, Karrar Hameed (7); Nedoma, Jan (8); Martinek, Radek (9)",Engineering Applications of Artificial Intelligence,2024,,TRUE,4
Self-adapting cyclic registration for motion-compensated cone-beam CT in image-guided radiation therapy,Brehm M,Med Phys,2012,10.1118/1.4766435,TRUE,1
Self-adapting cyclic registration for motion-compensated cone-beam CT in image-guided radiation therapy,"Brehm, Marcus (55116467000); Paysan, Pascal (15058293100); Oelhafen, Markus (35327895700); Kunz, Patrik (57217316680); Kachelrie, Marc (57197724273)",Medical Physics,2012,10.1118/1.4766435,TRUE,2
Self-adapting cyclic registration for motion-compensated cone-beam CT in image-guided radiation therapy,"Brehm, M; Paysan, P; Oelhafen, M; Kunz, P; Kachelriess, M",MEDICAL PHYSICS,2012,10.1118/1.4766435,TRUE,3
Self-adapting cyclic registration for motion-compensated cone-beam CT in image-guided radiation therapy,"Brehm, Marcus (1); Paysan, Pascal (2); Oelhafen, Markus (2); Kunz, Patrik (2); Kachelrie, Marc (1, 3)",Medical Physics,2012,,TRUE,4
Semantic representation and comparative analysis of physical activity sensor observations using MOX2-5 sensor in real and synthetic datasets: a proof-of-concept-study,Chatterjee A,Sci Rep,2024,10.1038/s41598-024-55183-6,FALSE,1
Semi-supervised ROC analysis for reliable and streamlined evaluation of phenotyping algorithms,Gao J,J Am Med Inform Assoc,2024,10.1093/jamia/ocad226,TRUE,1
Semi-supervised ROC analysis for reliable and streamlined evaluation of phenotyping algorithms,"Gao, Jianhui (57221800496); Bonzel, Clara-Lea (57222137991); Hong, Chuan (55945588500); Varghese, Paul (57221713128); Zakir, Karim (58300151400); Gronsbell, Jessica (55791327800)",Journal of the American Medical Informatics Association,2024,10.1093/jamia/ocad226,TRUE,2
Semi-supervised ROC analysis for reliable and streamlined evaluation of phenotyping algorithms,"Gao, JH; Bonzel, CL; Hong, C; Varghese, P; Zakir, K; Gronsbell, J",JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,2024,10.1093/jamia/ocad226,TRUE,3
Sensitivity of estimated tacrolimus population pharmacokinetic profile to assumed dose timing and absorption in real-world data and simulated data,Williams ML,Br J Clin Pharmacol,2022,10.1111/bcp.15218,TRUE,1
Sensitivity of estimated tacrolimus population pharmacokinetic profile to assumed dose timing and absorption in real-world data and simulated data,"Williams, Michael L. (57214872271); Weeks, Hannah L. (57214873413); Beck, Cole (40761022700); Birdwell, Kelly A. (36663538300); Van Driest, Sara L. (56118006200); Choi, Leena (16028029100)",British Journal of Clinical Pharmacology,2022,10.1111/bcp.15218,TRUE,2
Sensitivity of estimated tacrolimus population pharmacokinetic profile to assumed dose timing and absorption in real-world data and simulated data,"Williams, ML; Weeks, HL; Beck, C; Birdwell, KA; Van Driest, SL; Choi, L",BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,2022,10.1111/bcp.15218,TRUE,3
Series: Pragmatic trials and real world evidence: Paper 8. Data collection and management,Meinecke AK,J Clin Epidemiol,2017,10.1016/j.jclinepi.2017.07.003,FALSE,1
Seven Ways to Evaluate the Utility of Synthetic Data,"El Emam, Khaled (7004609665)",IEEE Security and Privacy,2020,10.1109/MSEC.2020.2992821,TRUE,1
Seven Ways to Evaluate the Utility of Synthetic Data,"El Emam, Khaled (1)",IEEE Security and Privacy,2020,,TRUE,2
Seven Ways to Evaluate the Utility of Synthetic Data,"El Emam, Khaled (1)",IEEE Security and Privacy,2020,,TRUE,3
Shape completion in the dark: completing vertebrae morphology from 3D ultrasound,"Gafencu, Miruna-Alexandra (58490445200); Velikova, Yordanka (57212004167); Saleh, Mahdi (57209021287); Ungi, Tamas (8956745200); Navab, Nassir (7003458998); Wendler, Thomas (8546266900); Azampour, Mohammad Farid (57209340453)",International Journal of Computer Assisted Radiology and Surgery,2024,10.1007/s11548-024-03126-x,FALSE,1
Sharing methodology: A worked example of theoretical integration with qualitative data to clarify practical understanding of learning and generate new theoretical development,"Yardley, S; Brosnan, C; Richardson, J",MEDICAL TEACHER,2013,10.3109/0142159X.2012.733045,FALSE,1
Simplifying volumes-of-interest (VOIs) definition in quantitative SPECT: Beyond manual definition of 3D whole-organ VOIs,Vicente EM,Med Phys,2017,10.1002/mp.12164,TRUE,1
Simplifying volumes-of-interest (VOIs) definition in quantitative SPECT: Beyond manual definition of 3D whole-organ VOIs,"Vicente, Esther M. (22952401600); Lodge, Martin A. (7005049382); Rowe, Steven P. (56112456800); Wahl, Richard L. (36043691500); Frey, Eric C. (7103012762)",Medical Physics,2017,10.1002/MP.12164,TRUE,2
Simplifying volumes-of-interest (VOIs) definition in quantitative SPECT: Beyond manual definition of 3D whole-organ VOIs,"Vicente, EM; Lodge, MA; Rowe, SP; Wahl, RL; Frey, EC",MEDICAL PHYSICS,2017,10.1002/mp.12164,TRUE,3
Simplifying volumes-of-interest (VOIs) definition in quantitative SPECT: Beyond manual definition of 3D whole-organ VOIs,"Vicente, Esther M. (1); Lodge, Martin A. (1); Rowe, Steven P. (1); Wahl, Richard L. (2); Frey, Eric C. (1)",Medical Physics,2017,,TRUE,4
Simulated fall detection via accelerometers,Boyle J,Annu Int Conf IEEE Eng Med Biol Soc,2008,10.1109/IEMBS.2008.4649396,FALSE,1
Simulating Study Data to Support Expected Value of Sample Information Calculations: A Tutorial,Heath A,Med Decis Making,2022,10.1177/0272989X211026292,TRUE,1
Simulating Study Data to Support Expected Value of Sample Information Calculations: A Tutorial,"Heath, Anna (57189464032); Strong, Mark (12783473200); Glynn, David (57216919670); Kunst, Natalia (57205581849); Welton, Nicky J. (9337815800); Goldhaber-Fiebert, Jeremy D. (9435535800)",Medical Decision Making,2022,10.1177/0272989X211026292,TRUE,2
Simulating Study Data to Support Expected Value of Sample Information Calculations: A Tutorial,"Heath, A; Strong, M; Glynn, D; Kunst, N; Welton, NJ; Goldhaber-Fiebert, JD",MEDICAL DECISION MAKING,2022,10.1177/0272989X211026292,TRUE,3
Simulation mode may be mistaken for normal mode in Philips PageWriter TC series cardiographs.,,Health devices,2011,,FALSE,1
Simultaneous variable selection and structural identification for time-varying coefficient models,"Hang Chan, Ngai (57203013901); Gao, Linhao (57268165100); Palma, Wilfredo (6603419659)",Journal of Time Series Analysis,2022,10.1111/jtsa.12626,TRUE,1
Simultaneous variable selection and structural identification for time-varying coefficient models,"Chan, NH; Gao, LH; Palma, W",JOURNAL OF TIME SERIES ANALYSIS,2022,10.1111/jtsa.12626,TRUE,2
Solving Nurse Rostering Optimization Problem using Reinforcement Learning - Simulated Annealing with Reheating Hyper-heuristics Algorithm,"Muklason, Ahmad (1); Kusuma, Shindu Dimas Rizal (1); Riksakomara, Edwin (1); Premananda, I. Gusti Agung (1); Anggraeni, Wiwik (1); Mahananto, Faizal (1); Tyasnurita, Raras (1)",Procedia Computer Science,2024,,TRUE,1
Solving Nurse Rostering Optimization Problem using Reinforcement Learning - Simulated Annealing with Reheating Hyper-heuristics Algorithm,"Muklason, Ahmad (1); Kusuma, Shindu Dimas Rizal (1); Riksakomara, Edwin (1); Premananda, I. Gusti Agung (1); Anggraeni, Wiwik (1); Mahananto, Faizal (1); Tyasnurita, Raras (1)",Procedia Computer Science,2024,,TRUE,2
Some reliability issues for incomplete two-dimensional warranty claims data,"Kumar Gupta, Sanjib (56021064500); De, Soumen (57647458400); Chatterjee, Aditya (57209895000)",Reliability Engineering and System Safety,2017,10.1016/j.ress.2016.08.015,TRUE,1
Some reliability issues for incomplete two-dimensional warranty claims data,"Gupta, SK; De, S; Chatterjee, A",RELIABILITY ENGINEERING & SYSTEM SAFETY,2017,10.1016/j.ress.2016.08.015,TRUE,2
Some reliability issues for incomplete two-dimensional warranty claims data,"Kumar Gupta, Sanjib (1); De, Soumen (2); Chatterjee, Aditya (3)",Reliability Engineering and System Safety,2017,,TRUE,3
Some reliability issues for incomplete two-dimensional warranty claims data,"Kumar Gupta, Sanjib (1); De, Soumen (2); Chatterjee, Aditya (3)",Reliability Engineering and System Safety,2017,,TRUE,4
Source apportionment of PM2.5 concentrations with a Bayesian hierarchical model on latent source profiles,"Tang, JH; Lung, SCC; Hwang, JS",ATMOSPHERIC POLLUTION RESEARCH,2020,10.1016/j.apr.2020.06.013,FALSE,1
Spatial Linear Mixed Effects Modelling for OCT Images: SLME Model,Zhu W,J Imaging,2020,10.3390/jimaging6060044,TRUE,1
Spatial linear mixed effects modelling for oct images: Slme model,"Zhu, Wenyue (1); Ku, Jae Yee (1, 2); Zheng, Yalin (1, 2); Knox, Paul C. (1, 2); Kolamunnage-Dona, Ruwanthi (3); Czanner, Gabriela (1, 2, 4)",Journal of Imaging,2020,,TRUE,2
Spatial mixture multiscale modeling for aggregated health data,Aregay M,Biom J,2016,10.1002/bimj.201500168,TRUE,1
Spatial mixture multiscale modeling for aggregated health data,"Aregay, Mehreteab (55344868500); Lawson, Andrew B. (26642947500); Faes, Christel (6507599044); Kirby, Russell S. (7201552967); Carroll, Rachel (7201448932); Watjou, Kevin (56896058100)",Biometrical journal. Biometrische Zeitschrift,2016,10.1002/bimj.201500168,TRUE,2
Spatial mixture multiscale modeling for aggregated health data,"Aregay, M; Lawson, AB; Faes, C; Kirby, RS; Carroll, R; Watjou, K",BIOMETRICAL JOURNAL,2016,10.1002/bimj.201500168,TRUE,3
Spatial mixture multiscale modeling for aggregated health data,"Aregay, Mehreteab (1); Lawson, Andrew B. (1); Faes, Christel (2); Kirby, Russell S. (3); Carroll, Rachel (1); Watjou, Kevin (2)",Biometrical journal. Biometrische Zeitschrift,2016,,TRUE,4
Spatial mixture multiscale modeling for aggregated health data,"Aregay, Mehreteab (1); Lawson, Andrew B. (1); Faes, Christel (2); Kirby, Russell S. (3); Carroll, Rachel (1); Watjou, Kevin (2)",Biometrical journal. Biometrische Zeitschrift,2016,,TRUE,5
Spatio-temporal physics-informed learning: A novel approach to CT perfusion analysis in acute ischemic stroke,de Vries L,Med Image Anal,2023,10.1016/j.media.2023.102971,TRUE,1
Spatio-temporal physics-informed learning: A novel approach to CT perfusion analysis in acute ischemic stroke,"de Vries, Lucas (57215420085); van Herten, Rudolf L.M. (57221252911); Hoving, Jan W. (57208212448); Išgum, Ivana (6507874503); Emmer, Bart J. (57578692300); Majoie, Charles B.L.M. (57216833044); Marquering, Henk A. (57217239823); Gavves, Efstratios (36731111500)",Medical Image Analysis,2023,10.1016/j.media.2023.102971,TRUE,2
Spatio-temporal physics-informed learning: A novel approach to CT perfusion analysis in acute ischemic stroke,"de Vries, L; van Herten, RLM; Hoving, JW; Isgum, I; Emmer, BJ; Majoie, CBLM; Marquering, HA; Gavves, E",MEDICAL IMAGE ANALYSIS,2023,10.1016/j.media.2023.102971,TRUE,3
Spatio-temporal physics-informed learning: A novel approach to CT perfusion analysis in acute ischemic stroke,"de Vries, Lucas (1, 2, 3, 4, 5); van Herten, Rudolf L.M. (1, 3, 4); Hoving, Jan W. (2, 5); I≈°gum, Ivana (1, 2, 3, 4, 5); Emmer, Bart J. (2, 5); Majoie, Charles B.L.M. (2, 5); Marquering, Henk A. (1, 2, 4, 5); Gavves, Efstratios (3)",Medical Image Analysis,2023,,TRUE,4
SPECT image segmentation for estimation of tumour volume and activity concentration in (177)Lu-DOTATATE radionuclide therapy,Gustafsson J,EJNMMI Res,2017,10.1186/s13550-017-0262-7,FALSE,1
SPECT image segmentation for estimation of tumour volume and activity concentration in 177Lu-DOTATATE radionuclide therapy,"Gustafsson, Johan (57198083967); Sundlöv, Anna (15063388300); Sjögreen Gleisner, Katarina (25936970100)",EJNMMI Research,2017,10.1186/s13550-017-0262-7,TRUE,1
SPECT image segmentation for estimation of tumour volume and activity concentration in 177Lu-DOTATATE radionuclide therapy,"Gustafsson, J; Sundlöv, A; Gleisner, KS",EJNMMI RESEARCH,2017,10.1186/s13550-017-0262-7,TRUE,2
SPINNED: Simulation-based physics-informed neural network for deconvolution of dynamic susceptibility contrast MRI perfusion data,Asaduddin M,Magn Reson Med,2024,10.1002/mrm.30095,TRUE,1
SPINNED: Simulation-based physics-informed neural network for deconvolution of dynamic susceptibility contrast MRI perfusion data,"Asaduddin, Muhammad (57209009893); Kim, Eung Yeop (24471039500); Park, Sung-Hong (16686626100)",Magnetic Resonance in Medicine,2024,10.1002/mrm.30095,TRUE,2
SPINNED: Simulation-based physics-informed neural network for deconvolution of dynamic susceptibility contrast MRI perfusion data,"Asaduddin, M; Kim, EY; Park, SH",MAGNETIC RESONANCE IN MEDICINE,2024,10.1002/mrm.30095,TRUE,3
SPINNED: Simulation-based physics-informed neural network for deconvolution of dynamic susceptibility contrast MRI perfusion data,"Asaduddin, Muhammad (1); Kim, Eung Yeop (2); Park, Sung-Hong (1)",Magnetic Resonance in Medicine,2024,,TRUE,4
SPINNED: Simulation-based physics-informed neural network for deconvolution of dynamic susceptibility contrast MRI perfusion data,"Asaduddin, Muhammad (1); Kim, Eung Yeop (2); Park, Sung-Hong (1)",Magnetic Resonance in Medicine,2024,,TRUE,5
SPLICE: A synthetic paid loss and incurred cost experience simulator,"Avanzi, Benjamin (16241043800); Taylor, Greg (56431888500); Wang, Melantha (57219797335)",Annals of Actuarial Science,2023,10.1017/S1748499522000057,FALSE,1
Spot the difference: comparing results of analyses from real patient data and synthetic derivatives,Foraker RE,JAMIA Open,2020,10.1093/jamiaopen/ooaa060,TRUE,1
Spot the difference: Comparing results of analyses from real patient data and synthetic derivatives,"Foraker, Randi E (8621791900); Yu, Sean C (57222563894); Gupta, Aditi (57222564365); Michelson, Andrew P (44161241600); Pineda Soto, Jose A (57554010400); Colvin, Ryan (12767780300); Loh, Francis (57222473110); Kollef, Marin H (35593170700); Maddox, Thomas (8563238900); Evanoff, Bradley (7003414711); Dror, Hovav (6508241263); Zamstein, Noa (57497872600); Lai, Albert M (30767629500); Payne, Philip R.O. (58331044200)",JAMIA Open,2020,10.1093/jamiaopen/ooaa060,TRUE,2
Spot the difference: comparing results of analyses from real patient data and synthetic derivatives,"Foraker, RE; Yu, SC; Gupta, A; Michelson, AP; Soto, JAP; Colvin, R; Loh, F; Kollef, MH; Maddox, T; Evanoff, B; Dror, H; Zamstein, N; Lai, AM; Payne, PRO",JAMIA OPEN,2020,10.1093/jamiaopen/ooaa060,TRUE,3
State of the art in clinical decision support applications in pediatric perioperative medicine,Wang E,Curr Opin Anaesthesiol,2020,10.1097/ACO.0000000000000850,TRUE,1
State of the art in clinical decision support applications in pediatric perioperative medicine,"Wang, Ellen (57193893104); Brenn, B. Randall (6603163230); Matava, Clyde T. (42262376900)",Current Opinion in Anaesthesiology,2020,10.1097/ACO.0000000000000850,TRUE,2
State of the art in clinical decision support applications in pediatric perioperative medicine,"Wang, E; Brenn, BR; Matava, CT",CURRENT OPINION IN ANESTHESIOLOGY,2020,10.1097/ACO.0000000000000850,TRUE,3
Statistical Implications of Endogeneity Induced by Residential Segregation in Small-Area Modeling of Health Inequities,"Nethery, Rachel C. (56830523900); Chen, Jarvis T. (7501881646); Krieger, Nancy (7101687550); Waterman, Pamela D. (7102459798); Peterson, Emily (57224845733); Waller, Lance A. (7006611850); Coull, Brent A. (7005844847)",American Statistician,2022,10.1080/00031305.2021.2003245,TRUE,1
Statistical Implications of Endogeneity Induced by Residential Segregation in Small-Area Modeling of Health Inequities,"Nethery, RC; Chen, JT; Krieger, N; Waterman, PD; Peterson, E; Waller, LA; Coull, BA",AMERICAN STATISTICIAN,2022,10.1080/00031305.2021.2003245,TRUE,2
Statistical implications of endogeneity induced by residential segregation in small-area modelling of health inequities,Nethery RC,Am Stat,2022,10.1080/00031305.2021.2003245,FALSE,1
Statistical projection completion in X-ray CT using consistency conditions,Xu J,IEEE Trans Med Imaging,2010,10.1109/TMI.2010.2048335,TRUE,1
