Authors,Title,Journal,Publication Year,DOI
Trends in Use and Perceptions About Triplet Chemotherapy Plus Bevacizumab for Metastatic Colorectal Cancer,"van Nassau, SC; Bond, MJ; Scheerman, I; van Breeschoten, J; Kessels, R; Valkenburg-van Iersel, LB; Verheul, HM; Buffart, TE; Mekenkamp, LJ; Lemmens, VE; Koopman, M; Bol, GM",JAMA NETWORK OPEN,2021,10.1001/jamanetworkopen.2021.24766
Inequalities on partial correlations in Gaussian graphical models containing star shapes,"Jones, E; Didelez, V",COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,2016,10.1080/03610926.2014.953696
A Dirichlet process mixture model for the analysis of correlated binary responses,"Jara, A; García-Zattera, MJ; Lesaffre, E",COMPUTATIONAL STATISTICS & DATA ANALYSIS,2007,10.1016/j.csda.2006.09.010
Biological Variation: The Effect of Different Distributions on Estimated Within-Person Variation and Reference Change Values,"Roraas, T; Stove, B; Petersen, PH; Sandberg, S",CLINICAL CHEMISTRY,2016,10.1373/clinchem.2015.252296
Robust estimation of the effect of an exposure on the change in a continuous outcome,"Ning, YL; Stoer, NC; Ho, PJ; Kao, SL; Ngiam, KY; Khoo, EYH; Lee, SC; Tai, ES; Hartman, M; Reilly, M; Tan, CS",BMC MEDICAL RESEARCH METHODOLOGY,2020,10.1186/s12874-020-01027-6
Efficient algorithms for fast integration on large data sets from multiple sources,"Mi, T; Rajasekaran, S; Aseltine, R",BMC MEDICAL INFORMATICS AND DECISION MAKING,2012,10.1186/1472-6947-12-59
Anatomically-aided PET reconstruction using the kernel method,"Hutchcroft, W; Wang, GB; Chen, KT; Catana, C; Qi, JY",PHYSICS IN MEDICINE AND BIOLOGY,2016,10.1088/0031-9155/61/18/6668
Model-based estimation of intra-cortical connectivity using electrophysiological data,"Aram, P; Freestone, DR; Cook, MJ; Kadirkamanathan, V; Grayden, DB",NEUROIMAGE,2015,10.1016/j.neuroimage.2015.06.048
Achieving Searchable and Privacy-Preserving Data Sharing for Cloud-Assisted E-Healthcare System,"Xu, C; Wang, NN; Zhu, LH; Sharif, K; Zhang, C",IEEE INTERNET OF THINGS JOURNAL,2019,10.1109/JIOT.2019.2917186
Detection of overdose and underdose prescriptions-An unsupervised machine learning approach,"Nagata, K; Tsuji, T; Suetsugu, K; Muraoka, K; Watanabe, H; Kanaya, A; Egashira, N; Ieiri, I",PLOS ONE,2021,10.1371/journal.pone.0260315
Personalized fault diagnosis of rolling bearings in trains based on digital twin,"Liu, C; He, DQ; Wei, ZX; He, CF; Lao, ZP; Shan, S",MEASUREMENT SCIENCE AND TECHNOLOGY,2023,10.1088/1361-6501/acf517
Simultaneous variable selection and structural identification for time-varying coefficient models,"Chan, NH; Gao, LH; Palma, W",JOURNAL OF TIME SERIES ANALYSIS,2022,10.1111/jtsa.12626
Automatic 3-D Breath-Hold Related Motion Correction of Dynamic Multislice MRI,"Elen, A; Hermans, J; Ganame, J; Loeckx, D; Bogaert, J; Maes, F; Suetens, P",IEEE TRANSACTIONS ON MEDICAL IMAGING,2010,10.1109/TMI.2009.2039145
A Privacy-Preserving Log-Rank Test for the Kaplan-Meier Estimator With Secure Multiparty Computation: Algorithm Development and Validation,"von Maltitz, M; Ballhausen, H; Kaul, D; Fleischmann, DF; Niyazi, M; Belka, C; Carle, G",JMIR MEDICAL INFORMATICS,2021,10.2196/22158
Revisiting gender identity and relative income within households: A cautionary tale on the potential pitfalls of density estimators,"Kuehnle, D; Oberfichtner, M; Ostermann, K",JOURNAL OF APPLIED ECONOMETRICS,2021,10.1002/jae.2853
MPL resolves genetic linkage in fitness inference from complex evolutionary histories,"Sohail, MS; Louie, RHY; McKay, MR; Barton, JP",NATURE BIOTECHNOLOGY,2021,10.1038/s41587-020-0737-3
Building motion models of lung tumours from cone-beam CT for radiotherapy applications,"Martin, J; McClelland, J; Yip, C; Thomas, C; Hartill, C; Ahmad, S; O'Brien, R; Meir, I; Landau, D; Hawkes, D",PHYSICS IN MEDICINE AND BIOLOGY,2013,10.1088/0031-9155/58/6/1809
Development of a Synthetic Population Model for Assessing Excess Risk for Cardiovascular Disease Death,"Krauland, MG; Frankeny, RJ; Lewis, J; Brink, L; Hulsey, EG; Roberts, MS; Hacker, KA",JAMA NETWORK OPEN,2020,10.1001/jamanetworkopen.2020.15047
Accuracy of partial volume effect correction in clinical molecular imaging of dopamine transporter using SPECT,"Soret, M; Alaoui, J; Koulibaly, PM; Darcourt, J; Buvat, I",NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,2007,10.1016/j.nima.2006.10.236
Validation of non-participation bias methodology based on record-linked Finnish register-based health survey data: a protocol paper,"McMinn, MA; Martikainen, P; Gorman, E; Rissanen, H; Härkänen, T; Tolonen, H; Leyland, AH; Gray, L",BMJ OPEN,2019,10.1136/bmjopen-2018-026187
A Generative and Causal Pharmacokinetic Model for Factor VIII in Hemophilia A: A Machine Learning Framework for Continuous Model Refinement,"Janssen, A; Smalbil, L; Bennis, FC; Cnossen, MH; Mathôt, RAA",CLINICAL PHARMACOLOGY & THERAPEUTICS,2024,10.1002/cpt.3203
Participation is integral': understanding the levers and barriers to the implementation of community participation in primary healthcare: a qualitative study using normalisation process theory,"McEvoy, R; Tierney, E; MacFarlane, A",BMC HEALTH SERVICES RESEARCH,2019,10.1186/s12913-019-4331-7
An Intelligent Healthcare Cyber Physical Framework for Encephalitis Diagnosis Based on Information Fusion and Soft-Computing Techniques,"Gupta, A; Singh, A",NEW GENERATION COMPUTING,2022,10.1007/s00354-022-00175-1
Adjusting for sampling variability in sparse data: geostatistical approaches to disease mapping,"Hampton, KH; Serre, ML; Gesink, DC; Pilcher, CD; Miller, WC",INTERNATIONAL JOURNAL OF HEALTH GEOGRAPHICS,2011,10.1186/1476-072X-10-54
Accounting for treatment use when validating a prognostic model: a simulation study,"Pajouheshnia, R; Peelen, LM; Moons, KGM; Reitsma, JB; Groenwold, RHH",BMC MEDICAL RESEARCH METHODOLOGY,2017,10.1186/s12874-017-0375-8
Integration of elicited expert information via a power prior in Bayesian variable selection: Application to colon cancer data,"Boulet, S; Ursino, M; Thall, P; Landi, B; Lepère, C; Pernot, S; Burgun, A; Taieb, J; Zaanan, A; Zohar, S; Jannot, AS",STATISTICAL METHODS IN MEDICAL RESEARCH,2020,10.1177/0962280219841082
An intelligent system for predicting and preventing MERS-CoV infection outbreak,"Sandhu, R; Sood, SK; Kaur, G",JOURNAL OF SUPERCOMPUTING,2016,10.1007/s11227-015-1474-0
Mining productive-periodic frequent patterns in tele-health systems,"Ismail, WN; Hassan, MM; Alsalamah, HA; Fortino, G",JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,2018,10.1016/j.jnca.2018.04.014
The Implicit Costs of Motherhood over the Lifecycle: Cross-Cohort Evidence from Administrative Longitudinal Data,"Neumeier, C; Sorensen, T; Webber, D",SOUTHERN ECONOMIC JOURNAL,2018,10.1002/soej.12239
The accuracy of absolute differential abundance analysis from relative count data,"Roche, KE; Mukherjee, S",PLOS COMPUTATIONAL BIOLOGY,2022,10.1371/journal.pcbi.1010284
Implementation of an analytically based scatter correction in SPECT reconstructions,"Vandervoort, E; Celler, A; Wells, G; Blinder, S; Dixon, K; Pang, YX",IEEE TRANSACTIONS ON NUCLEAR SCIENCE,2005,10.1109/TNS.2005.851463
The Bland-Altman method should not be used when one of the two measurement methods has negligible measurement errors,"Taffé, P; Zuppinger, C; Burger, GM; Nusslé, SG",PLOS ONE,2022,10.1371/journal.pone.0278915
Auxiliary variables for Bayesian inference in multi-class queueing networks,"Perez, I; Hodge, D; Kypraios, T",STATISTICS AND COMPUTING,2018,10.1007/s11222-017-9787-x
Utility of deep learning networks for the generation of artificial cardiac magnetic resonance images in congenital heart disease,"Diller, GP; Vahle, J; Radke, R; Vidal, MLB; Fischer, AJ; Bauer, UMM; Sarikouch, S; Berger, F; Beerbaum, P; Baumgartner, H; Orwat, S",BMC MEDICAL IMAGING,2020,10.1186/s12880-020-00511-1
Healthcare and anomaly detection: using machine learning to predict anomalies in heart rate data,"Sabic, E; Keeley, D; Henderson, B; Nannemann, S",AI & SOCIETY,2021,10.1007/s00146-020-00985-1
"Electroencephalography Simulation Hardware for Realistic Seizure, Preseizure and Normal Mode Signal Generation","Shakir, M; Qidwai, U; Malik, AS; Kamel, N",JOURNAL OF MEDICAL IMAGING AND HEALTH INFORMATICS,2015,10.1166/jmihi.2015.1352
Assessment of Variability in Irregularly Sampled Time Series: Applications to Mental Healthcare,"Bonilla-Escribano, P; Ramírez, D; Porras-Segovia, A; Artés-Rodríguez, A",MATHEMATICS,2021,10.3390/math9010071
Mechanical aortic valve prostheses offer a survival benefit in 50-65 year olds: AUTHEARTVISIT study,"Traxler, D; Krotka, P; Laggner, M; Mildner, M; Graf, A; Reichardt, B; Wendt, R; Auer, J; Moser, B; Mascherbauer, J; Ankersmit, HJ",EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,2022,10.1111/eci.13736
"How Suitable Are Registry Data for Recurrence Risk Calculations? Validation of Diagnoses on 1,593 Families With Congenital Heart Disease","Ellesoe, SG; Jensen, AB; Ängquist, LH; Hjortdal, VE; Larsen, LA; Brunak, S",WORLD JOURNAL FOR PEDIATRIC AND CONGENITAL HEART SURGERY,2016,10.1177/2150135115615786
Assessing the accuracy of land cover change with imperfect ground reference data,"Foody, GM",REMOTE SENSING OF ENVIRONMENT,2010,10.1016/j.rse.2010.05.003
Opioid prescribing patterns for non-malignant chronic pain for rural versus non-rural US adults: a population-based study using 2010 NAMCS data,"Prunuske, JP; St Hill, CA; Hager, KD; Lemieux, AM; Swanoski, MT; Anderson, GW; Lutfiyya, MN",BMC HEALTH SERVICES RESEARCH,2014,10.1186/s12913-014-0563-8
When can the Bland & Altman limits of agreement method be used and when it should not be used,"Taffé, P",JOURNAL OF CLINICAL EPIDEMIOLOGY,2021,10.1016/j.jclinepi.2021.04.004
Adapting national data systems for donor transition: comparative analysis of experience from Georgia and China,"Chikovani, I; Soselia, G; Huang, AD; Uchaneishvili, M; Zhao, YX; Cao, CK; Lyu, M; Tang, K; Gotsadze, G",HEALTH POLICY AND PLANNING,2024,10.1093/heapol/czad098
The use of the SAEM algorithm in MONOLIX software for estimation of population pharmacokinetic-pharmacodynamic-viral dynamics parameters of maraviroc in asymptomatic HIV subjects,"Chan, PLS; Jacqmin, P; Lavielle, M; McFadyen, L; Weatherley, B",JOURNAL OF PHARMACOKINETICS AND PHARMACODYNAMICS,2011,10.1007/s10928-010-9175-z
The analysis of continuous outcomes in multi-centre trials with small centre sizes,"Pickering, RM; Weatherall, M",STATISTICS IN MEDICINE,2007,10.1002/sim.3068
Voxelwise statistical methods to localize practice variation in brain tumor surgery,"Eijgelaar, R; Hamer, PCD; Peeters, CFW; Barkhof, F; van Herk, M; Witte, MG",PLOS ONE,2019,10.1371/journal.pone.0222939
Differentiation between single fiber potentials from one muscle fiber or contaminated by other fibers using discriminating function,"Zalewska, E; Gawel, M",NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,2021,10.1016/j.neucli.2020.12.001
Meta-analysis of prediction model performance across multiple studies: Which scale helps ensure between-study normality for the C-statistic and calibration measures?,"Snell, KIE; Ensor, J; Debray, TPA; Moons, KGM; Riley, RD",STATISTICAL METHODS IN MEDICAL RESEARCH,2018,10.1177/0962280217705678
A comparison of Bayesian spatial models for disease mapping,"Best, N; Richardson, S; Thomson, A",STATISTICAL METHODS IN MEDICAL RESEARCH,2005,10.1191/0962280205sm388oa
A method for model-free partial volume correction in oncological PET,"Hofheinz, F; Langner, J; Petr, J; Beuthien-Baumann, B; Oehme, L; Steinbach, J; Kotzerke, J; van den Hoff, J",EJNMMI RESEARCH,2012,10.1186/2191-219X-2-16
Brain MR image denoising for Rician noise using pre-smooth non-local means filter,"Yang, J; Fan, JF; Ai, DN; Zhou, SJ; Tang, SY; Wang, YT",BIOMEDICAL ENGINEERING ONLINE,2015,10.1186/1475-925X-14-2
Deconvolution of Tc-99m-Mercaptoacetyltriglycine Renograms with the Concomitant Use of a Sparse Legendre Polynomial Representation and the Moore-Penrose Pseudo-inverse,"Destine, M; Hanin, FX; Mathieu, I; Willemon, B; Seret, A",MOLECULAR IMAGING AND RADIONUCLIDE THERAPY,2022,10.4274/mirt.galenos.2021.17363
Best (but oft-forgotten) practices: propensity score methods in clinical nutrition research,"Ali, MS; Groenwold, RHH; Klungel, OH",AMERICAN JOURNAL OF CLINICAL NUTRITION,2016,10.3945/ajcn.115.125914
Procedure to normalize data for benchmarking,"Chatburn, RL; Ford, RM",RESPIRATORY CARE,2006,
"Participative action research; self-care education for the mature adult, a dialogic and empowered process","Gomez, SS; Moya, JLM; de Mendiguren, BMP; Arena, AIU; Arriaran, MMD",ATENCION PRIMARIA,2015,10.1016/j.aprim.2014.12.008
Robust Collaborative Clustering of Subjects and Radiomic Features for Cancer Prognosis,"Liu, HF; Li, HM; Habes, M; Li, YM; Boimel, P; Janopaul-Naylor, J; Xiao, Y; Ben-Josef, E; Fan, Y",IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,2020,10.1109/TBME.2020.2969839
Meta-analysis of summary survival curve data,"Arends, LR; Hunink, MGM; Stijnen, T",STATISTICS IN MEDICINE,2008,10.1002/sim.3311
End-to-end subtitle detection and recognition for videos in East Asian languages via CNN ensemble,"Xu, Y; Shan, SY; Qiu, ZM; Jia, ZP; Shen, ZY; Wang, YP; Shi, MF; Chang, EIC",SIGNAL PROCESSING-IMAGE COMMUNICATION,2018,10.1016/j.image.2017.09.013
Data Protection Heterogeneity in the European Union,"Hölbl, M; Kezmah, B; Kompara, M",APPLIED SCIENCES-BASEL,2021,10.3390/app112210912
biDCG: A New Method for Discovering Global Features of DNA Microarray Data via an Iterative Re-Clustering Procedure,"Chen, CP; Fushing, H; Atwill, R; Koehl, P",PLOS ONE,2014,10.1371/journal.pone.0102445
Comparing measured and simulated wave directions in the left atrium - a workflow for model personalization and validation,"Burdumy, M; Luik, A; Neher, P; Hanna, R; Krueger, MW; Schilling, C; Barschdorf, H; Lorenz, C; Seemann, G; Schmitt, C; Doessel, O; Weber, FM",BIOMEDICAL ENGINEERING-BIOMEDIZINISCHE TECHNIK,2012,10.1515/bmt-2011-0059
"Extended biasplot command to assess bias, precision, and agreement in method comparison studies","Taffe, P; Peng, MK; Stagg, V; Williamson, T",STATA JOURNAL,2023,10.1177/1536867X231161978
Direction of dependence analysis for pre-post assessments using non-Gaussian methods: a tutorial,"Rosenström, TH; Czajkowski, NO; Solbakken, OA; Saarni, SE",PSYCHOTHERAPY RESEARCH,2023,10.1080/10503307.2023.2167526
Estimating parameters for probabilistic linkage of privacy-preserved datasets,"Brown, AP; Randall, SM; Ferrante, AM; Semmens, JB; Boyd, JH",BMC MEDICAL RESEARCH METHODOLOGY,2017,10.1186/s12874-017-0370-0
Deep generative models in DataSHIELD,"Lenz, S; Hess, M; Binder, H",BMC MEDICAL RESEARCH METHODOLOGY,2021,10.1186/s12874-021-01237-6
Statistical Implications of Endogeneity Induced by Residential Segregation in Small-Area Modeling of Health Inequities,"Nethery, RC; Chen, JT; Krieger, N; Waterman, PD; Peterson, E; Waller, LA; Coull, BA",AMERICAN STATISTICIAN,2022,10.1080/00031305.2021.2003245
A multiple imputation approach to disclosure limitation for high-age individuals in longitudinal studies,"An, D; Little, RJA; McNally, JW",STATISTICS IN MEDICINE,2010,10.1002/sim.3974
Using Machine Learning to Advance Early Warning Systems: Promise and Pitfalls,"Soland, J; Domingue, B; Lang, D",TEACHERS COLLEGE RECORD,2020,
A Generative Adversarial Network (GAN) Technique for Internet of Medical Things Data,"Vaccari, I; Orani, V; Paglialonga, A; Cambiaso, E; Mongelli, M",SENSORS,2021,10.3390/s21113726
Intention to Use an Electronic Community Health Information System Among Health Extension Workers in Rural Northwest Ethiopia: Cross-Sectional Study Using the Unified Theory of Acceptance and Use of Technology 2 Model,"Hailemariam, T; Atnafu, A; Gezie, L; Kaasboll, J; Klein, J; Tilahun, B",JMIR HUMAN FACTORS,2024,10.2196/47081
Prediction of expiratory desflurane and sevoflurane concentrations in lung-healthy patients utilizing cardiac output and alveolar ventilation matched pharmacokinetic models A comparative observational study,"Weber, J; Missbach, C; Schmidt, J; Wenzel, C; Schumann, S; Philip, JH; Wirth, S",MEDICINE,2021,10.1097/MD.0000000000023570
Case Study: Spark GPU-Enabled Framework to Control COVID-19 Spread Using Cell-Phone Spatio-Temporal Data,"Abdallah, HS; Khafagy, MH; Omara, FA",CMC-COMPUTERS MATERIALS & CONTINUA,2020,10.32604/cmc.2020.011313
Use of a common spreadsheet program to demonstrate the ability of Bayesian forecasting to estimate the pharmacokinetic parameters of antibiotics,"Brocks, DR; Wang, M",JOURNAL OF PHARMACY AND PHARMACOLOGY,2023,10.1093/jpp/rgad068
SPECT image segmentation for estimation of tumour volume and activity concentration in 177Lu-DOTATATE radionuclide therapy,"Gustafsson, J; Sundlöv, A; Gleisner, KS",EJNMMI RESEARCH,2017,10.1186/s13550-017-0262-7
No rationale for 1 variable per 10 events criterion for binary logistic regression analysis,"van Smeden, M; de Groot, JAH; Moons, KGM; Collins, GS; Altman, DG; Eijkemans, MJC; Reitsma, JB",BMC MEDICAL RESEARCH METHODOLOGY,2016,10.1186/s12874-016-0267-3
Bias correction for inverse variance weighting Mendelian randomization,"Mounier, N; Kutalik, Z",GENETIC EPIDEMIOLOGY,2023,10.1002/gepi.22522
Introduction to statistical simulations in health research,"Boulesteix, AL; Groenwold, RH; Abrahamowicz, M; Binder, H; Briel, M; Hornung, R; Morris, TP; Rahnenführer, J; Sauerbrei, W",BMJ OPEN,2020,10.1136/bmjopen-2020-039921
Impact of missing data on bias and precision when estimating change in patient-reported outcomes from a clinical registry,"Ayilara, OF; Zhang, L; Sajobi, TT; Sawatzky, R; Bohm, E; Lix, LM",HEALTH AND QUALITY OF LIFE OUTCOMES,2019,10.1186/s12955-019-1181-2
Interpretation of increments in serial tumour biomarker concentrations depends on the distance of the baseline concentration from the cut-off,"Petersen, PH; Sölétormos, G; Pedersen, MF; Lund, F",CLINICAL CHEMISTRY AND LABORATORY MEDICINE,2011,10.1515/CCLM.2011.045
Using a small dataset to classify strength-interactions with an elastic display: a case study for the screening of autism spectrum disorder,"Monarca, I; Cibrian, FL; Chavez, E; Tentori, M",INTERNATIONAL JOURNAL OF MACHINE LEARNING AND CYBERNETICS,2023,10.1007/s13042-022-01554-2
A Learned Reconstruction Network for SPECT Imaging,"Shao, WY; Pomper, MG; Du, Y",IEEE TRANSACTIONS ON RADIATION AND PLASMA MEDICAL SCIENCES,2021,10.1109/TRPMS.2020.2994041
Dynamic PET Image Denoising Using Deep Image Prior Combined With Regularization by Denoising,"Sun, H; Peng, LH; Zhang, HY; He, YR; Cao, SL; Lu, LJ",IEEE ACCESS,2021,10.1109/ACCESS.2021.3069236
An Ear-Worn Sensor for the Detection of Gait Impairment After Abdominal Surgery,"Atallah, L; Aziz, O; Gray, E; Lo, B; Yang, GZ",SURGICAL INNOVATION,2013,10.1177/1553350612445639
Limits of 2D-TCA in detecting BOLD responses to epileptic activity,"Khatamian, YB; Fahoum, F; Gotman, J",EPILEPSY RESEARCH,2011,10.1016/j.eplepsyres.2011.01.018
Source apportionment of PM2.5 concentrations with a Bayesian hierarchical model on latent source profiles,"Tang, JH; Lung, SCC; Hwang, JS",ATMOSPHERIC POLLUTION RESEARCH,2020,10.1016/j.apr.2020.06.013
Anomaly Detection and Artifact Recovery in PET Attenuation-Correction Images Using the Likelihood Function,"Laymon, CM; Bowsher, JE",IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,2013,10.1109/JSTSP.2012.2237380
Defining regions for locality health care planning: a multidimensional approach,"Shortt, NK; Moore, A; Coombes, M; Wymer, C",SOCIAL SCIENCE & MEDICINE,2005,10.1016/j.socscimed.2004.11.016
Tactical Considerations for Designing Real-World Studies: Fit-for-Purpose Designs That Bridge Research and Practice,"Dreyer, NA; Mack, C",PRAGMATIC AND OBSERVATIONAL RESEARCH,2023,10.2147/POR.S396024
Partially latent class models for case-control studies of childhood pneumonia aetiology,"Wu, ZK; Deloria-Knoll, M; Hammitt, LL; Zeger, SL",JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS,2016,10.1111/rssc.12101
Matching Microsimulation Risk Factor Correlations to Cross-sectional Data: The Shortest Distance Method,"Suen, SC; Goldhaber-Fiebert, JD; Basu, S",MEDICAL DECISION MAKING,2018,10.1177/0272989X17741635
A comparison of Cox and logistic regression for use in genome-wide association studies of cohort and case-cohort design,"Staley, JR; Jones, E; Kaptoge, S; Butterworth, AS; Sweeting, MJ; Wood, AM; Howson, JMM",EUROPEAN JOURNAL OF HUMAN GENETICS,2017,10.1038/ejhg.2017.78
An adaptive information-theoretic experimental design procedure for high-to-low fidelity calibration of prostate cancer models,"Cho, H; Lewis, AL; Storey, KM; Zittle, AC",MATHEMATICAL BIOSCIENCES AND ENGINEERING,2023,10.3934/mbe.2023799
A two-step deep learning method for 3DCT-2DUS kidney registration during breathing,"Chi, YL; Xu, YY; Liu, HY; Wu, XX; Liu, ZQ; Mao, JW; Xu, GB; Huang, WM",SCIENTIFIC REPORTS,2023,10.1038/s41598-023-40133-5
Optimizing the synthesis of clinical trial data using sequential trees,"El Emam, K; Mosquera, L; Zheng, CY",JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,2021,10.1093/jamia/ocaa249
Multivariable Mendelian Randomization: The Use of Pleiotropic Genetic Variants to Estimate Causal Effects,"Burgess, S; Thompson, SG",AMERICAN JOURNAL OF EPIDEMIOLOGY,2015,10.1093/aje/kwu283
Dealing With Missing Outcome Data in Randomized Trials and Observational Studies,"Groenwold, RHH; Donders, ART; Roes, KCB; Harrell, FE; Moons, KGM",AMERICAN JOURNAL OF EPIDEMIOLOGY,2012,10.1093/aje/kwr302
Adjustment for unmeasured confounding through informative priors for the confounder-outcome relation,"Groenwold, RHH; Shofty, I; Miocevic, M; van Smeden, M; Klugkist, I",BMC MEDICAL RESEARCH METHODOLOGY,2018,10.1186/s12874-018-0634-3
An Investigation of Stochastic Variance Reduction Algorithms for Relative Difference Penalized 3D PET Image Reconstruction,"Twyman, R; Arridge, S; Kereta, Z; Jin, BT; Brusaferri, L; Ahn, S; Stearns, CW; Hutton, BF; Burger, IA; Kotasidis, F; Thielemans, K",IEEE TRANSACTIONS ON MEDICAL IMAGING,2023,10.1109/TMI.2022.3203237
Predicting Tissue Outcome From Acute Stroke Magnetic Resonance Imaging Improving Model Performance by Optimal Sampling of Training Data,"Jonsdottir, KY; Ostergaard, L; Mouridsen, K",STROKE,2009,10.1161/STROKEAHA.109.552216
The Shiny Balancer - software and imbalance criteria for optimally balanced treatment allocation in small RCTs and cRCTs,"Grischott, T",BMC MEDICAL RESEARCH METHODOLOGY,2018,10.1186/s12874-018-0551-5
Healthcare networks for people with rare diseases: integrating data and expertise,"Graessner, H; Storf, H; Schaefer, F",BUNDESGESUNDHEITSBLATT-GESUNDHEITSFORSCHUNG-GESUNDHEITSSCHUTZ,2022,10.1007/s00103-022-03592-1
Spatio-temporal physics-informed learning: A novel approach to CT perfusion analysis in acute ischemic stroke,"de Vries, L; van Herten, RLM; Hoving, JW; Isgum, I; Emmer, BJ; Majoie, CBLM; Marquering, HA; Gavves, E",MEDICAL IMAGE ANALYSIS,2023,10.1016/j.media.2023.102971
Relaxivity-iron calibration in hepatic iron overload: Predictions of a Monte Carlo model,"Ghugre, NR; Doyle, EK; Storey, P; Wood, JC",MAGNETIC RESONANCE IN MEDICINE,2015,10.1002/mrm.25459
Statistical Projection Completion in X-ray CT Using Consistency Conditions,"Xu, JY; Taguchi, K; Tsui, BMW",IEEE TRANSACTIONS ON MEDICAL IMAGING,2010,10.1109/TMI.2010.2048335
An IoT enabled smart healthcare system using deep reinforcement learning,"Jagannath, DJ; Dolly, RJ; Let, GS; Peter, JD",CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,2022,10.1002/cpe.7403
Time warping between main epidemic time series in epidemiological surveillance,"Morel, JD; Morel, JM; Alvarez, L",PLOS COMPUTATIONAL BIOLOGY,2023,10.1371/journal.pcbi.1011757
A new Internet of Things architecture for real-time prediction of various diseases using machine learning on big data environment,"Ed-daoudy, A; Maalmi, K",JOURNAL OF BIG DATA,2019,10.1186/s40537-019-0271-7
Fully synthetic neuroimaging data for replication and exploration,"Vaden, KI; Gebregziabher, M; Consortium, DD; Eckert, MA",NEUROIMAGE,2020,10.1016/j.neuroimage.2020.117284
Identifying spatio-temporal seizure propagation patterns in epilepsy using Bayesian inference,"Vattikonda, AN; Hashemi, M; Sip, V; Woodman, MM; Bartolomei, F; Jirsa, VK",COMMUNICATIONS BIOLOGY,2021,10.1038/s42003-021-02751-5
PRECONDITIONERS FOR PDE-CONSTRAINED OPTIMIZATION PROBLEMS WITH BOX CONSTRAINTS: TOWARDS HIGH RESOLUTION INVERSE ECG IMAGES,"Elvetun, OL; Nielsen, BF",INTERNATIONAL JOURNAL OF NUMERICAL ANALYSIS AND MODELING,2017,
Breaking ranks? Differentiating nominal group technique scoring approaches for consensus and prioritization,"Thier, M; Mason, DP",INTERNATIONAL JOURNAL OF RESEARCH & METHOD IN EDUCATION,2019,10.1080/1743727X.2018.1533938
The effect of rare variants on inflation of the test statistics in case-control analyses,"Pirie, A; Wood, A; Lush, M; Tyrer, J; Pharoah, PDP",BMC BIOINFORMATICS,2015,10.1186/s12859-015-0496-1
Re-estimating sample size in cluster randomised trials with active recruitment within clusters,"van Schie, S; Moerbeek, M",STATISTICS IN MEDICINE,2014,10.1002/sim.6172
Data Center HVAC Control Harnessing Flexibility Potential via Real-Time Pricing Cost Optimization Using Reinforcement Learning,"Biemann, M; Gunkel, PA; Scheller, F; Huang, L; Liu, XF",IEEE INTERNET OF THINGS JOURNAL,2023,10.1109/JIOT.2023.3263261
Anonymisation of geographical distance matrices via Lipschitz embedding,"Kroll, M; Schnell, R",INTERNATIONAL JOURNAL OF HEALTH GEOGRAPHICS,2016,10.1186/s12942-015-0031-7
Meta-Learning Based Interactively Connected Clique U-Net for Quantitative Susceptibility Mapping,"Li, Z; Li, J; Wang, CY; Lu, ZY; Wang, J; He, HJ; Shi, J",IEEE TRANSACTIONS ON COMPUTATIONAL IMAGING,2021,10.1109/TCI.2021.3133692
Designing and testing a blockchain application for patient identity management in healthcare,"Khurshid, A; Holan, C; Cowley, C; Alexander, J; Harrell, DT; Usman, M; Desai, I; Bautista, JR; Meyer, E",JAMIA OPEN,2021,10.1093/jamiaopen/ooaa073
Flexible propensity score estimation strategies for clustered data in observational studies,"Chang, TH; Nguyen, TQ; Lee, Y; Jackson, JW; Stuart, EA",STATISTICS IN MEDICINE,2022,10.1002/sim.9551
A Framework for the Economic Analysis of Data Collection Methods for Vital Statistics,"Jimenez-Soto, E; Hodge, A; Nguyen, KH; Dettrick, Z; Lopez, AD",PLOS ONE,2014,10.1371/journal.pone.0106234
Experimental evaluation of model-free reinforcement learning algorithms for continuous HVAC control,"Biemann, M; Scheller, F; Liu, XF; Huang, LZ",APPLIED ENERGY,2021,10.1016/j.apenergy.2021.117164
Cone-beam artifact evaluation of the factorization method,"Dennerlein, F; Noo, F",MEDICAL PHYSICS,2011,10.1118/1.3577743
Patient-Specific Biomechanical Modeling for Guidance During Minimally-Invasive Hepatic Surgery,"Plantefève, R; Peterlik, I; Haouchine, N; Cotin, S",ANNALS OF BIOMEDICAL ENGINEERING,2016,10.1007/s10439-015-1419-z
