Title,First Author,Journal,Publication Year,DOI
A stochastic model to assess the variability of blood glucose time series in diabetic patients self-monitoring,"Magni, Paolo (55348245700); Bellazzi, Riccardo (58709404600)",IEEE Transactions on Biomedical Engineering,2006,10.1109/TBME.2006.873388
Robust Collaborative Clustering of Subjects and Radiomic Features for Cancer Prognosis,"Liu, Hangfan (56237469200); Li, Hongming (37017474900); Habes, Mohamad (55445429000); Li, Yuemeng (57217028343); Boimel, Pamela (6507637610); Janopaul-Naylor, James (57190401426); Xiao, Ying (57211428127); Ben-Josef, Edgar (7003319282); Fan, Yong (55687203900)",IEEE Transactions on Biomedical Engineering,2020,10.1109/TBME.2020.2969839
Blockchain-Based Accountable Auditing with Multi-Ownership Transfer,"Shen, Jun (57190138346); Chen, Xiaofeng (35721744700); Wei, Jianghong (51462248900); Guo, Fuchun (23466905300); Susilo, Willy (6602119732)",IEEE Transactions on Cloud Computing,2023,10.1109/TCC.2022.3224440
Leveraging AI-Generated Content for Synthetic Electronic Health Record Generation With Deep Learning-Based Diagnosis Model,"Abdel-Khalek, Sayed (6506630609); Algarni, Abeer D. (57204971671); Amoudi, Ghada (6506186790); Alkhalaf, Salem (41661143900); Alhomayani, Fahad Mohammed (57218996816); Kathiresan, Shankar (58314132800)",IEEE Transactions on Consumer Electronics,2024,10.1109/TCE.2024.3415626
Multi-Label Clinical Time-Series Generation via Conditional GAN,"Lu, Chang (57224579324); Reddy, Chandan K. (12752116500); Wang, Ping (57191610019); Nie, Dong (57188806186); Ning, Yue (57188730039)",IEEE Transactions on Knowledge and Data Engineering,2024,10.1109/TKDE.2023.3310909
Registration of 4D cardiac CT sequences under trajectory constraints with multichannel diffeomorphic demons,"Peyrat, Jean-Marc (15042764900); Delingette, Herv (7004183160); Sermesant, Maxime (6506746084); Xu, Chenyang (7404181366); Ayache, Nicholas (7006015230)",IEEE Transactions on Medical Imaging,2010,10.1109/TMI.2009.2038908
Automatic 3-D breath-hold related motion correction of dynamic multislice MRI,"Elen, An (24168351700); Hermans, Jeroen (34871929800); Ganame, Javier (9637331800); Loeckx, Dirk (23005260000); Bogaert, Jan (7005505812); Maes, Frederik (23005146800); Suetens, Paul (23006621700)",IEEE Transactions on Medical Imaging,2010,10.1109/TMI.2009.2039145
Statistical projection completion in X-ray CT using consistency conditions,"Xu, Jingyan (8709644600); Taguchi, Katsuyuki (7202952799); Tsui, Benjamin M.W. (7101814195)",IEEE Transactions on Medical Imaging,2010,10.1109/TMI.2010.2048335
4D Blood Flow Reconstruction over the Entire Ventricle from Wall Motion and Blood Velocity Derived from Ultrasound Data,"Gomez, Alberto (55429442800); De Vecchi, Adelaide (36476204700); Jantsch, Martin (55616355300); Shi, Wenzhe (36631090300); Pushparajah, Kuberan (6505850994); Simpson, John M. (7404325466); Smith, Nicolas P. (55613241183); Rueckert, Daniel (7004895812); Schaeffter, Tobias (56821457500); Penney, Graeme P. (7006729312)",IEEE Transactions on Medical Imaging,2015,10.1109/TMI.2015.2428932
Fast Quasi-Newton Algorithms for Penalized Reconstruction in Emission Tomography and Further Improvements via Preconditioning,"Tsai, Yu-Jung (35621323500); Bousse, Alexandre (15842886700); Ehrhardt, Matthias J. (55248138800); Stearns, Charles W. (7006642803); Ahn, Sangtae (7401988960); Hutton, Brian F. (7005479075); Arridge, Simon (7005759823); Thielemans, Kris (23480655200)",IEEE Transactions on Medical Imaging,2018,10.1109/TMI.2017.2786865
An Investigation of Stochastic Variance Reduction Algorithms for Relative Difference Penalized 3D PET Image Reconstruction,"Twyman, Robert (57216460983); Arridge, Simon (7005759823); Kereta, Zeljko (55921510800); Jin, Bangti (8268296700); Brusaferri, Ludovica (6505781416); Ahn, Sangtae (7401988960); Stearns, Charles W. (7006642803); Hutton, Brian F. (7005479075); Burger, Irene A. (34867843800); Kotasidis, Fotis (36604541500); Thielemans, Kris (23480655200)",IEEE Transactions on Medical Imaging,2023,10.1109/TMI.2022.3203237
Implementation of an analytically based scatter correction in SPECT reconstructions,"Vandervoort, Eric (57203619897); Celler, Anna (7003743025); Wells, Glenn (58358326300); Blinder, Stéphan (35434672400); Dixon, Katherine (7102620548); Pang, Yanxin (8554842100)",IEEE Transactions on Nuclear Science,2005,10.1109/TNS.2005.851463
Cross-comparison of three electromyogram decomposition algorithms assessed with experimental and simulated data,"Dai, Chenyun (55915055000); Li, Yejin (55915484900); Christie, Anita (10046660700); Bonato, Paolo (7006225560); McGill, Kevin C. (7004816744); Clancy, Edward A. (7003317128)",IEEE Transactions on Neural Systems and Rehabilitation Engineering,2015,10.1109/TNSRE.2014.2322586
A framework for mining signatures from event sequences and its applications in healthcare data,"Wang, Fei (56177292700); Lee, Noah (23389421500); Hu, Jianying (55499375800); Sun, Jimeng (9737233900); Ebadollahi, Shahram (6507685249); Laine, Andrew F. (26643433600)",IEEE Transactions on Pattern Analysis and Machine Intelligence,2013,10.1109/TPAMI.2012.111
Quantum Kernels for Real-World Predictions Based on Electronic Health Records,"Krunic, Zoran (57387230800); Flother, Frederik (57205363111); Seegan, George (57386671400); Earnest-Noble, Nate (57271843200); Omar, Shehab (55240035700)",IEEE Transactions on Quantum Engineering,2022,10.1109/TQE.2022.3176806
Structure and Tracer Kinetics-Driven Dynamic PET Reconstruction,"Cui, Jianan (57195733866); Qin, Zhongya (57200526358); Chen, Shuhang (56477614000); Chen, Yunmei (57203833205); Liu, Huafeng (7409750199)",IEEE Transactions on Radiation and Plasma Medical Sciences,2020,10.1109/TRPMS.2019.2947860
A Learned Reconstruction Network for SPECT Imaging,"Shao, Wenyi (14030312600); Pomper, Martin G. (35248909800); Du, Yong (8680350400)",IEEE Transactions on Radiation and Plasma Medical Sciences,2021,10.1109/TRPMS.2020.2994041
Global passivity enforcement algorithm for macromodels of interconnect subnetworks characterized by tabulated data,"Saraswat, Dharmendra (57225730920); Achar, Ramachandra (35567577100); Nakhla, Michel S. (35566696600)",IEEE Transactions on Very Large Scale Integration (VLSI) Systems,2005,10.1109/TVLSI.2005.850098
Sensitivity of estimated tacrolimus population pharmacokinetic profile to assumed dose timing and absorption in real-world data and simulated data,"Williams, Michael L. (57214872271); Weeks, Hannah L. (57214873413); Beck, Cole (40761022700); Birdwell, Kelly A. (36663538300); Van Driest, Sara L. (56118006200); Choi, Leena (16028029100)",British Journal of Clinical Pharmacology,2022,10.1111/bcp.15218
Unlocking data: Where is the key?,"C. Sánchez, María (58688152400); Sarría-Santamera, Antonio (6701556861)",Bioethics,2019,10.1111/bioe.12565
"A joint model for multistate disease processes and random informative observation times, with applications to electronic medical records data","Lange, Jane M. (7402027796); Hubbard, Rebecca A. (37050897800); Inoue, Lurdes Y. T. (8698010700); Minin, Vladimir N. (57200905370)",Biometrics,2015,10.1111/biom.12252
Electronic medical records in multiple sclerosis research,"Damotte, Vincent (54387956300); Gourraud, Pierre-Antoine (6506489910)",Clinical and Experimental Neuroimmunology,2018,10.1111/cen3.12441
Chrono correlator: Enriching events with time series,"van Dortmont, M.A.M.M. (15123375800); van den Elzen, S. (37017508300); van Wijk, J.J. (7006646840)",Computer Graphics Forum,2019,10.1111/cgf.13697
Generating and evaluating cross-sectional synthetic electronic healthcare data: Preserving data utility and patient privacy,"Wang, Zhenchen (57210580015); Myles, Puja (26534802000); Tucker, Allan (57210525029)",Computational Intelligence,2021,10.1111/coin.12427
Monte Carlo decision curve analysis using aggregate data,"Hozo, Iztok (7004162726); Tsalatsanis, Athanasios (15837582600); Djulbegovic, Benjamin (7005276467)",European Journal of Clinical Investigation,2017,10.1111/eci.12723
Material practices for meaningful engagement: An analysis of participatory learning and action research techniques for data generation and analysis in a health research partnership,"O'Reilly-de Brún, Mary (23668798700); de Brún, Tomas (23667052700); O'Donnell, Catherine A. (7202453716); Papadakaki, Maria (8851694500); Saridaki, Aristoula (55486507000); Lionis, Christos (7005768464); Burns, Nicola (7102105278); Dowrick, Chris (56360697900); Gravenhorst, Katja (36518646600); Spiegel, Wolfgang (7004086512); Van Weel, Chris (7102683476); Van Weel-Baumgarten, Evelyn (57022122000); Van den Muijsenbergh, Maria (6507846672); MacFarlane, Anne (7102685918)",Health Expectations,2018,10.1111/hex.12598
Implementing community participation via interdisciplinary teams in primary care: An Irish case study in practice,"Tierney, Edel (8329710300); McEvoy, Rachel (55839696100); Hannigan, Ailish (6603090118); MacFarlane, Anne E. (7102685918)",Health Expectations,2018,10.1111/hex.12692
Improving the performance of machine learning penicillin adverse drug reaction classification with synthetic data and transfer learning,"Stanekova, Viera (58612238100); Inglis, Joshua M. (57196420704); Lam, Lydia (57667798800); Lam, Antoinette (57668463100); Smith, William (7406472586); Shakib, Sepehr (7004672081); Bacchi, Stephen (56638311000)",Internal Medicine Journal,2024,10.1111/imj.16360
Examining access to GP services in rural Ireland using microsimulation analysis,"Morrissey, Karyn (24491040700); Clarke, Graham (7201902875); Ballas, Dimitris (6602117129); Hynes, Stephen (7004142552); O'Donoghue, Cathal (6602526305)",Area,2008,10.1111/j.1475-4762.2008.00844.x
The process of nurses' role negotiation in general practice: A grounded theory study,"Hewitt, Sarah Louise (57221943717); Mills, Jane Elizabeth (12795794100); Hoare, Karen Jean (24343576100); Sheridan, Nicolette Fay (25646935500)",Journal of Advanced Nursing,2024,10.1111/jan.15938
Simultaneous variable selection and structural identification for time-varying coefficient models,"Hang Chan, Ngai (57203013901); Gao, Linhao (57268165100); Palma, Wilfredo (6603419659)",Journal of Time Series Analysis,2022,10.1111/jtsa.12626
Exploring the utility of synthetic data to extract more value from sensitive health data assets: A focused example in perinatal epidemiology,"Braddon, Amy Elise (58018673100); Robinson, Suzanne (36803108700); Alati, Rosa (9739176600); Betts, Kim S. (43961069800)",Paediatric and Perinatal Epidemiology,2023,10.1111/ppe.12942
A new method for protecting interrelated time series with Bayesian prior distributions and synthetic data,"Schneider, Matthew J. (55000354200); Abowd, John M. (6603611569)",Journal of the Royal Statistical Society. Series A: Statistics in Society,2015,10.1111/rssa.12100
Partially latent class models for case-control studies of childhood pneumonia aetiology,"Wu, Zhenke (56584962100); Deloria-Knoll, Maria (36107561000); Hammitt, Laura L. (35290709200); Zeger, Scott L. (7006338489)",Journal of the Royal Statistical Society. Series C: Applied Statistics,2016,10.1111/rssc.12101
Fast parameter inference in a biomechanical model of the left ventricle by using statistical emulation,"Davies, Vinny (57076152000); Noè, Umberto (57196347012); Lazarus, Alan (57209456871); Gao, Hao (7402971320); Macdonald, Benn (56562555800); Berry, Colin (57203056149); Luo, Xiaoyu (57203252814); Husmeier, Dirk (57204305213)",Journal of the Royal Statistical Society. Series C: Applied Statistics,2019,10.1111/rssc.12374
SU‐FF‐J‐128: An Automatic Method to Delineate 18F‐FDG PET Tumor Volumes for Radiation Treatment Planning,"Teo, B‐k (36878302700); Seo, Y. (55115504200); Xia, P. (7101606466); Bacharach, S.L. (7005242913); Franc, B.L. (35576018900); Hasegawa, B.H. (7005698764)",Medical Physics,2007,10.1118/1.2760633
Attenuation-emission alignment in cardiac PET/CT based on consistency conditions,"Alessio, Adam M. (6701585795); Kinahan, Paul E. (7006626834); Champley, Kyle M. (23994908800); Caldwell, James H. (7402514031)",Medical Physics,2010,10.1118/1.3315368
Self-adapting cyclic registration for motion-compensated cone-beam CT in image-guided radiation therapy,"Brehm, Marcus (55116467000); Paysan, Pascal (15058293100); Oelhafen, Markus (35327895700); Kunz, Patrik (57217316680); Kachelrie, Marc (57197724273)",Medical Physics,2012,10.1118/1.4766435
Using genetics to prioritize diagnoses for rheumatology outpatients with inflammatory arthritis,"Knevel, Rachel (36007203200); Le Cessie, Saskia (7003893668); Terao, Chikashi C. (35182021300); Slowikowski, Kamil (55644101100); Cui, Jing (54790509300); Huizinga, Tom W.J. (55438303000); Costenbader, Karen H. (6603640725); Liao, Katherine P. (7203022764); Karlson, Elizabeth W. (57204274676); Raychaudhuri, Soumya (57216534372)",Science Translational Medicine,2020,10.1126/scitranslmed.aay1548
Missing values in deduplication of electronic: Patient data,"Sariyar, M. (59025769300); Borg, A. (35721417900); Pommerening, K. (57052849200)",Journal of the American Medical Informatics Association,2012,10.1136/amiajnl-2011-000461
Privacy-preserving heterogeneous health data sharing,"Mohammed, Noman (23025118200); Jiang, Xiaoqian (24479530900); Chen, Rui (58597546000); Fung, Benjamin C. M. (9737587400); Ohno-Machado, Lucila (7005192335)",Journal of the American Medical Informatics Association,2013,10.1136/amiajnl-2012-001027
Assessing function of electronic health records for real-world data generation,"Guinn, Daphne (57204922734); Wilhelm, Erin E. (56078024600); Lieberman, Grazyna (8531263300); Khozin, Sean (55367865900)",BMJ Evidence-Based Medicine,2019,10.1136/bmjebm-2018-111111
Validation of non-participation bias methodology based on record-linked Finnish register-based health survey data: A protocol paper,"McMinn, Megan A. (57293130500); Martikainen, Pekka (7103195317); Gorman, Emma (55695252300); Rissanen, Harri (6602429924); Härkänen, Tommi (6603117953); Tolonen, Hanna (6507159124); Leyland, Alastair H. (7006153004); Gray, Linsay (7202885670)",BMJ Open,2019,10.1136/bmjopen-2018-026187
Introduction to statistical simulations in health research,"Boulesteix, Anne-Laure (8702716900); Groenwold, Rolf H.H. (56600212200); Abrahamowicz, Michal (7005870441); Binder, Harald (7202460535); Briel, Matthias (57220556820); Hornung, Roman (56943075200); Morris, Tim P (37066305600); Rahnenführer, Jörg (55885717000); Sauerbrei, Willi (57207898106)",BMJ Open,2020,10.1136/bmjopen-2020-039921
Modelling NHS England 111 demand for primary care services: a discrete event simulation,"Pilbery, Richard (57140652400); Smith, Madeleine (58175289000); Green, Jonathan (57205721935); Chalk, Daniel (55323394500); O'Keeffe, Colin A. (6701337282)",BMJ Open,2023,10.1136/bmjopen-2023-076203
Generating realistic synthetic population datasets,"Wu, Hao (57198665805); Ning, Yue (57188730039); Chakraborty, Prithwish (57213522203); Vreeken, Jilles (14025070400); Tatti, Nikolaj (12787700800); Ramakrishnan, Naren (35507966200)",ACM Transactions on Knowledge Discovery from Data,2018,10.1145/3182383
Early Detection of Health Changes in the Elderly Using In-Home Multi-Sensor Data Streams,"Wu, Wenlong (57205541042); Keller, James M. (7403486724); Skubic, Marjorie (7003989598); Popescu, Mihail (7201384279); Lane, Kari R. (36446027600)",ACM Transactions on Computing for Healthcare,2021,10.1145/3448671
MARS: Assisting Human with Information Processing Tasks Using Machine Learning,"Shen, Cong (23010314800); Qian, Zhaozhi (57217194707); Huyuk, Alihan (57216852079); van der Schaar, Mihaela (35605361700)",ACM Transactions on Computing for Healthcare,2022,10.1145/3494582
To Link or Synthesize? An Approach to Data Quality Comparison,"Smith, Duncan (56876495500); Elliot, Mark (7004494201); Sakshaug, Joseph W. (35300521200)",Journal of Data and Information Quality,2023,10.1145/3580487
Super-Resolution Whole-Brain 3D MR Spectroscopic Imaging for Mapping D-2-Hydroxyglutarate and Tumor Metabolism in Isocitrate Dehydrogenase 1–mutated Human Gliomas,"Li, Xianqi (57190585911); Strasser, Bernhard (56374930300); Jafari-Khouzani, Kourosh (55897391100); Thapa, Bijaya (55863152300); Small, Julia (57200579699); Cahill, Daniel P. (57204708663); Dietrich, Jorg (7102567611); Batchelor, Tracy T. (7005788235); Andronesi, Ovidiu C. (6506599452)",Radiology,2020,10.1148/radiol.2020191529
Removing ocular movement artefacts by a joint smoothened subspace estimator,"Phlypo, Ronald (13007758800); Boon, Paul (7103015445); D'Asseler, Yves (7003328233); Lemahieu, Ignace (7006325339)",Computational Intelligence and Neuroscience,2007,10.1155/2007/75079
Improved Coupled Tensor Factorization with Its Applications in Health Data Analysis,"Wu, Qing (57199303484); Wang, Jie (57195958261); Fan, Jin (56542158600); Xu, Gang (55935631700); Wu, Jia (23971568900); Johnson, Blake (7404748472); Li, Xingfei (57204648601); Do, Quan (57192067808); Ge, Ruiquan (57225423805)",Complexity,2019,10.1155/2019/1574240
A benchmark of health insurance fraud detection using machine learning techniques,"Cherkaoui, Ossama (59135853400); Anoun, Houda (55788704000); Maizate, Abderrahim (55820871000)",IAES International Journal of Artificial Intelligence,2024,10.11591/ijai.v13.i2.pp1923-1932
Predicting tissue outcome from acute stroke magnetic resonance imaging: improving model performance by optimal sampling of training data.,"Jonsdottir, Kristjana Yr (14035793100); Østergaard, Leif (7006084217); Mouridsen, Kim (12769803800)",Stroke; a journal of cerebral circulation,2009,10.1161/STROKEAHA.109.552216
Description length guided nonlinear unified Granger causality analysis,"Li, Fei (57205719489); Lin, Qiang (26643385900); Zhao, Xiaohu (7407574693); Hu, Zhenghui (8439432400)",Network Neuroscience,2023,10.1162/netn_a_00316
"Electroencephalography simulation hardware for realistic seizure, preseizure and normal mode signal generation","Shakir, Mohamed (54959783300); Qidwai, Uvais (6602234511); Malik, Aamir Saeed (12800348400); Kamel, Nidal (22635061700)",Journal of Medical Imaging and Health Informatics,2015,10.1166/jmihi.2015.1352
A Data-Driven Model for Simulating Longitudinal Visual Field Tests in Glaucoma,"Li, Yan (57872485500); Eizenman, Moshe (6701402159); Shi, Runjie B. (57204479156); Buys, Yvonne M. (7003519598); Trope, Graham E. (35601121500); Wong, Willy (7403972221)",Translational Vision Science and Technology,2023,10.1167/tvst.12.6.27
"Uncertainty assessment of input parameters for economic evaluation: Gausss error propagation, an alternative to established methods","Stollenwerk, Björn (23989343700); Stock, Stephanie (7103112553); Siebert, Uwe (35556244000); Lauterbach, Karl W. (7005959261); Holle, Rolf (7006894742)",Medical Decision Making,2010,10.1177/0272989X09347015
Simulating Study Data to Support Expected Value of Sample Information Calculations: A Tutorial,"Heath, Anna (57189464032); Strong, Mark (12783473200); Glynn, David (57216919670); Kunst, Natalia (57205581849); Welton, Nicky J. (9337815800); Goldhaber-Fiebert, Jeremy D. (9435535800)",Medical Decision Making,2022,10.1177/0272989X211026292
Linkage of patient records from disparate sources,"Li, Xiaochun (7501708118); Shen, Changyu (7402859637)",Statistical Methods in Medical Research,2013,10.1177/0962280211403600
Detecting adverse drug reactions following long-term exposure in longitudinal observational data: The exposure-adjusted self-controlled case series,"Schuemie, Martijn J. (35238890300); Trifirò, Gianluca (10140803400); Coloma, Preciosa M. (35572748100); Ryan, Patrick B. (36469223700); Madigan, David (7003348403)",Statistical Methods in Medical Research,2016,10.1177/0962280214527531
Integration of elicited expert information via a power prior in Bayesian variable selection: Application to colon cancer data,"Boulet, Sandrine (57190183227); Ursino, Moreno (57193706968); Thall, Peter (35231249300); Landi, Bruno (7005733426); Lepère, Céline (9939510000); Pernot, Simon (36053556900); Burgun, Anita (7004335489); Taieb, Julien (7007135939); Zaanan, Aziz (23502615000); Zohar, Sarah (12773400400); Jannot, Anne-Sophie (6507981039)",Statistical Methods in Medical Research,2020,10.1177/0962280219841082
Concordance Among Methods for Empiric Renal Drug Dosing: Meropenem as a Role Model for Clinical Superiority of Cockroft–Gault or Modification of Diet in Renal Disease,"Al Jasmi, Sabaa M (57205494858); Khan, Amer H (35176045800); Saadah, Loai M (6506134042); Sulaiman, Syed Azhar Syed (7005401110); Al Khalidi, Doaa Kamal (57467613300)",Clinical Medicine Insights: Therapeutics,2018,10.1177/1179559X18777767
An ear-worn sensor for the detection of gait impairment after abdominal surgery,"Atallah, Louis (14826444300); Aziz, Omer (7006760467); Gray, Edward (46062114500); Lo, Benny (15834859900); Yang, Guang-Zhong (55539304100)",Surgical Innovation,2013,10.1177/1553350612445639
A comparison of methods for fixed effects meta-analysis of individual patient data with time to event outcomes,"Smith, Catrin Tudur (8983034400); Williamson, Paula Ruth (57212501855)",Clinical Trials,2007,10.1177/1740774507085276
Design of a decision support system to help clinicians manage glycemia in patients with type 2 diabetes mellitus,"Rodbard, David (57217764255); Vigersky, Robert A. (7004083642)",Journal of Diabetes Science and Technology,2011,10.1177/193229681100500230
Supervised and Unsupervised Approaches for the Real-Time Detection of Undesired Insulin Suspension Caused by Malfunctions,"Idi, Elena (57892296400); Facchinetti, Andrea (16189396200); Sparacino, Giovanni (7004920463); Del Favero, Simone (55201657000)",Journal of Diabetes Science and Technology,2024,10.1177/19322968241248402
Leveraging Artificial Intelligence and Synthetic Data Derivatives for Spine Surgery Research,"Greenberg, Jacob K. (54787648500); Landman, Joshua M. (57391612700); Kelly, Michael P. (26429669900); Pennicooke, Brenton H. (35485199300); Molina, Camilo A. (50361752300); Foraker, Randi E. (8621791900); Ray, Wilson Z. (7202982100)",Global Spine Journal,2023,10.1177/21925682221085535
"Redundancy in electronic health record corpora: Analysis, impact on text mining performance and mitigation strategies","Cohen, Raphael (57199361459); Elhadad, Michael (6506184054); Elhadad, Noémie (6505774943)",BMC Bioinformatics,2013,10.1186/1471-2105-14-10
Evaluating bias due to data linkage error in electronic healthcare records,"Harron, Katie (55249873300); Wade, Angie (7202754332); Gilbert, Ruth (7401932225); Muller-Pebody, Berit (20735229800); Goldstein, Harvey (7203025236)",BMC Medical Research Methodology,2014,10.1186/1471-2288-14-36
"Provision of chlamydia testing, and training of primary health care staff about chlamydia testing, across four European countries","Uusküla, Anneli (6601930571); Ricketts, Ellie J. (56478911800); Rugman, Claire (56479341700); Kalda, Ruth R. (6603088472); Fredlund, Hans (7003447045); Hedlund, Johan (26641175100); Dunais, Brigitte (6603056137); Touboul, Pia P. (13607206500); McNulty, Cliodna (7006646627)",BMC Public Health,2014,10.1186/1471-2458-14-1147
Efficient algorithms for fast integration on large data sets from multiple sources,"Mi, Tian (25929358500); Rajasekaran, Sanguthevar (7006885652); Aseltine, Robert (7004412337)",BMC Medical Informatics and Decision Making,2012,10.1186/1472-6947-12-59
Brain MR image denoising for Rician noise using pre-smooth non-local means filter,"Yang, Jian (57091071100); Fan, Jingfan (56028732500); Ai, Danni (56173394200); Zhou, Shoujun (55583301300); Tang, Songyuan (12243879800); Wang, Yongtian (7601486992)",BioMedical Engineering Online,2015,10.1186/1475-925X-14-2
Adjusting for sampling variability in sparse data: Geostatistical approaches to disease mapping,"Hampton, Kristen H. (36550419900); Serre, Marc L. (7003717099); Gesink, Dionne C. (35558195700); Pilcher, Christopher D. (7005885075); Miller, William C. (7406061778)",International Journal of Health Geographics,2011,10.1186/1476-072X-10-54
A method for model-free partial volume correction in oncological PET,"Hofheinz, Frank (55001037300); Langner, Jens (55980055300); Petr, Jan (36995453000); Beuthien-Baumann, Bettina (6602084023); Oehme, Liane (8452646800); Steinbach, Jörg (24395030200); Kotzerke, Jörg (57202653843); van den Hoff, Jörg (7003515078)",EJNMMI Research,2012,10.1186/2191-219X-2-16
"Isabl Platform, a digital biobank for processing multimodal patient data","Medina-Martínez, Juan S. (57218158941); Arango-Ossa, Juan E. (57212343117); Levine, Max F. (57205108080); Zhou, Yangyu (57218159870); Gundem, Gunes (35603341800); Kung, Andrew L. (26642922400); Papaemmanuil, Elli (14632245200)",BMC Bioinformatics,2020,10.1186/s12859-020-03879-7
Application of a nonrandomized stepped wedge design to evaluate an evidence-based quality improvement intervention: A proof of concept using simulated data on patient-centered medical homes,"Huynh, Alexis K. (36778680200); Lee, Martin L. (8313842900); Farmer, Melissa M. (7102225286); Rubenstein, Lisa V. (35445736800)",BMC Medical Research Methodology,2016,10.1186/s12874-016-0244-x
A comparative study: Classification vs. user-based collaborative filtering for clinical prediction,"Hao, Fang (57192890193); Blair, Rachael Hageman (55221038100)",BMC Medical Research Methodology,2016,10.1186/s12874-016-0261-9
Estimating parameters for probabilistic linkage of privacy-preserved datasets,"Brown, Adrian P. (56899197900); Randall, Sean M. (55536994200); Ferrante, Anna M. (7102395377); Semmens, James B. (36897251200); Boyd, James H. (55439269600)",BMC Medical Research Methodology,2017,10.1186/s12874-017-0370-0
Conducting a team-based multi-sited focused ethnography in primary care,"Bikker, A.P. (6506034557); Atherton, H. (35727527600); Brant, H. (36902336400); Porqueddu, T. (57193335838); Campbell, J.L. (55470023300); Gibson, A. (57202025509); McKinstry, B. (7004456140); Salisbury, C. (20935682000); Ziebland, S. (7003768248)",BMC Medical Research Methodology,2017,10.1186/s12874-017-0422-5
The application of unsupervised deep learning in predictive models using electronic health records,"Wang, Lei (57215074549); Tong, Liping (59074118600); Davis, Darcy (58598282600); Arnold, Tim (57203021077); Esposito, Tina (36243050300)",BMC Medical Research Methodology,2020,10.1186/s12874-020-00923-1
Generation and evaluation of synthetic patient data,"Goncalves, Andre (36959534100); Ray, Priyadip (55424775100); Soper, Braden (56533570400); Stevens, Jennifer (7403174661); Coyle, Linda (6701910617); Sales, Ana Paula (25723801800)",BMC Medical Research Methodology,2020,10.1186/s12874-020-00977-1
Robust estimation of the effect of an exposure on the change in a continuous outcome,"Ning, Yilin (57225104043); Støer, Nathalie C. (55888186700); Ho, Peh Joo (57194007898); Kao, Shih Ling (37021889900); Ngiam, Kee Yuan (55388553800); Khoo, Eric Yin Hao (26654817200); Lee, Soo Chin (8928141500); Tai, E-Shyong (57770356700); Hartman, Mikael (22234057900); Reilly, Marie (57201846907); Tan, Chuen Seng (7402817964)",BMC Medical Research Methodology,2020,10.1186/s12874-020-01027-6
Performance of unanchored matching-adjusted indirect comparison (MAIC) for the evidence synthesis of single-arm trials with time-to-event outcomes,"Jiang, Yawen (56182443900); Ni, Weiyi (56183014800)",BMC Medical Research Methodology,2020,10.1186/s12874-020-01124-6
Deep generative models in DataSHIELD,"Lenz, Stefan (57196094468); Hess, Moritz (55935582100); Binder, Harald (7202460535)",BMC Medical Research Methodology,2021,10.1186/s12874-021-01237-6
A method for generating synthetic longitudinal health data,"Mosquera, Lucy (57219951005); El Emam, Khaled (7004609665); Ding, Lei (57219166583); Sharma, Vishal (57206191065); Zhang, Xue Hua (58157581900); Kababji, Samer El (57203928444); Carvalho, Chris (57218514403); Hamilton, Brian (58157238200); Palfrey, Dan (6507867625); Kong, Linglong (53984232100); Jiang, Bei (56508786600); Eurich, Dean T. (57203178523)",BMC Medical Research Methodology,2023,10.1186/s12874-023-01869-w
Learning debiased graph representations from the OMOP common data model for synthetic data generation,"Schulz, Nicolas Alexander (59188508900); Carus, Jasmin (57653362800); Wiederhold, Alexander Johannes (57405795900); Johanns, Ole (57200695370); Peters, Frederik (57211919215); Rath, Natalie (59033694600); Rausch, Katharina (59033013100); Holleczek, Bernd (18535786100); Katalinic, Alexander (54779765400); Gundler, Christopher (57459971000)",BMC medical research methodology,2024,10.1186/s12874-024-02257-8
Utility of deep learning networks for the generation of artificial cardiac magnetic resonance images in congenital heart disease,"Diller, Gerhard-Paul (8541842200); Vahle, Julius (57215844281); Radke, Robert (7003281462); Vidal, Maria Luisa Benesch (57219409002); Fischer, Alicia Jeanette (43961007700); Bauer, Ulrike M. M. (7006684468); Sarikouch, Samir (14018412700); Berger, Felix (7201361048); Beerbaum, Philipp (6603092199); Baumgartner, Helmut (7103268433); Orwat, Stefan (16835261500)",BMC Medical Imaging,2020,10.1186/s12880-020-00511-1
Hospital treatment costs and length of stay associated with hypertension and multimorbidity after hemorrhagic stroke,"Specogna, Adrian V. (8305944800); Turin, Tanvir C. (13906747800); Patten, Scott B. (57201492915); Hill, Michael D. (57026858200)",BMC Neurology,2017,10.1186/s12883-017-0930-2
New ways of estimating excess mortality of chronic diseases from aggregated data: Insights from the illness-death model,"Brinks, Ralph (8693612400); Tönnies, Thaddäus (57200916157); Hoyer, Annika (55794638500)",BMC Public Health,2019,10.1186/s12889-019-7201-7
