Title,First Author,Journal,Publication Year,DOI,Duplicates,Number
Genome-wide meta-analysis of common variant differences between men and women,"Boraska, V; Jeroncic, A; Colonna, V; Southam, L; Nyholt, DR; Rayner, NW; Perry, JRB; Toniolo, D; Albrecht, E; Ang, W; Bandinelli, S; Barbalic, M; Barroso, I; Beckmann, JS; Biffar, R; Boomsma, D; Campbell, H; Corre, T; Erdmann, J; Esko, T; Fischer, K; Franceschini, N; Frayling, TM; Girotto, G; Gonzalez, JR; Harris, TB; Heath, AC; Heid, IM; Hoffmann, W; Hofman, A; Horikoshi, M; Zhao, JH; Jackson, AU; Hottenga, JJ; Jula, A; Kähönen, M; Khaw, KT; Kiemeney, LA; Klopp, N; Kutalik, Z; Lagou, V; Launer, LJ; Lehtimäki, T; Lemire, M; Lokki, ML; Loley, C; Luan, JA; Mangino, M; Leach, IM; Medland, SE; Mihailov, E; Montgomery, GW; Navis, G; Newnham, J; Nieminen, MS; Palotie, A; Panoutsopoulou, K; Peters, A; Pirastu, N; Polasek, O; Rehnström, K; Ripatti, S; Ritchie, GRS; Rivadeneira, F; Robino, A; Samani, NJ; Shin, SY; Sinisalo, J; Smit, JH; Soranzo, N; Stolk, L; Swinkels, DW; Tanaka, T; Teumer, A; Tönjes, A; Traglia, M; Tuomilehto, J; Valsesia, A; van Gilst, WH; van Meurs, JBJ; Smith, AV; Viikari, J; Vink, JM; Waeber, G; Warrington, NM; Widen, E; Willemsen, G; Wright, AF; Zanke, BW; Zgaga, L; Boehnke, M; d'Adamo, AP; de Geus, E; Demerath, EW; den Heijer, M; Eriksson, JG; Ferrucci, L; Gieger, C; Gudnason, V; Hayward, C; Hengstenberg, C; Hudson, TJ; Järvelin, MR; Kogevinas, M; Loos, RJF; Martin, NG; Metspalu, A; Pennell, CE; Penninx, BW; Perola, M; Raitakari, O; Salomaa, V; Schreiber, S; Schunkert, H; Spector, TD; Stumvoll, M; Uitterlinden, AG; Ulivi, S; van der Harst, P; Vollenweider, P; Völzke, H; Wareham, NJ; Wichmann, HE; Wilson, JF; Rudan, I; Xue, YL; Zeggini, E",HUMAN MOLECULAR GENETICS,2012,10.1093/hmg/dds304,FALSE,1
Genomic diversity affects the accuracy of bacterial single-nucleotide polymorphism-calling pipelines,"Bush, SJ; Foster, D; Eyre, DW; Clark, EL; De Maio, N; Shaw, LP; Stoesser, N; Peto, TEA; Crook, DW; Walker, AS",GIGASCIENCE,2020,10.1093/gigascience/giaa007,FALSE,1
Genomic health data generation in the UK: a 360 view,Ormondroyd E,Eur J Hum Genet,2022,10.1038/s41431-021-00976-w,FALSE,1
Global passivity enforcement algorithm for macromodels of interconnect subnetworks characterized by tabulated data,"Saraswat, Dharmendra (57225730920); Achar, Ramachandra (35567577100); Nakhla, Michel S. (35566696600)",IEEE Transactions on Very Large Scale Integration (VLSI) Systems,2005,10.1109/TVLSI.2005.850098,FALSE,1
GroundsWell: Community-engaged and data-informed systems transformation of Urban Green and Blue Space for population health - a new initiative,Hunter RF,Wellcome Open Res,2022,10.12688/wellcomeopenres.18175.1,FALSE,1
H3Africa: current perspectives,Mulder N,Pharmgenomics Pers Med,2018,10.2147/PGPM.S141546,FALSE,1
Harmonizing Clinical Sequencing and Interpretation for the eMERGE III Network,eMERGE Consortium. Electronic address: agibbs@bcm.edu,Am J Hum Genet,2019,10.1016/j.ajhg.2019.07.018,FALSE,1
Harnessing the heart of big data,Scruggs SB,Circ Res,2015,10.1161/CIRCRESAHA.115.306013,FALSE,1
Health Data Entanglement and artificial intelligence-based analysis: a brand new methodology to improve the effectiveness of healthcare services,Capone A,Clin Ter,2016,10.7417/CT.2016.1952,FALSE,1
Health data hubs: an analysis of existing data governance features for research,Alvarez-Romero C,Health Res Policy Syst,2023,10.1186/s12961-023-01026-1,FALSE,1
"Health record hiccups-5,526 real-world time series with change points labelled by crowdsourced visual inspection",Quan TP,Gigascience,2022,10.1093/gigascience/giad060,FALSE,1
Health Synthetic Data to Enable Health Learning System and Innovation: A Scoping Review,Tsao SF,Stud Health Technol Inform,2023,10.3233/SHTI230063,FALSE,1
Healthcare and anomaly detection: using machine learning to predict anomalies in heart rate data,"Šabić, Edin (57189363794); Keeley, David (57521809900); Henderson, Bailey (57216693637); Nannemann, Sara (57216695075)",AI and Society,2021,10.1007/s00146-020-00985-1,FALSE,1
"Healthcare for migrants, participatory health research and implementation science--better health policy and practice through inclusion. The RESTORE project",MacFarlane A,Eur J Gen Pract,2014,10.3109/13814788.2013.868432,FALSE,1
Healthcare networks for people with rare diseases: integrating data and expertise,Graessner H,Bundesgesundheitsblatt Gesundheitsforschung Gesundheitsschutz,2022,10.1007/s00103-022-03592-1,FALSE,1
Healthcare professionals' perspectives on identifying and managing perinatal anxiety: a qualitative study,Silverwood V,Br J Gen Pract,2019,10.3399/bjgp19X706025,FALSE,1
Heavy Tailed Distributions of Effect Sizes in Systematic Reviews of Complex Interventions,"Burton, C",PLOS ONE,2012,10.1371/journal.pone.0034222,FALSE,1
"High-dimensional propensity scores for empirical covariate selection in secondary database studies: Planning, implementation, and reporting",Rassen JA,Pharmacoepidemiol Drug Saf,2023,10.1002/pds.5566,FALSE,1
High-fidelity fast volumetric brain MRI using synergistic wave-controlled aliasing in parallel imaging and a hybrid denoising generative adversarial network (HDnGAN),Li Z,Med Phys,2022,10.1002/mp.15427,FALSE,1
Hospital treatment costs and length of stay associated with hypertension and multimorbidity after hemorrhagic stroke,Specogna AV,BMC Neurol,2017,10.1186/s12883-017-0930-2,FALSE,1
"How Suitable Are Registry Data for Recurrence Risk Calculations? Validation of Diagnoses on 1,593 Families With Congenital Heart Disease","Ellesoe, SG; Jensen, AB; Ängquist, LH; Hjortdal, VE; Larsen, LA; Brunak, S",WORLD JOURNAL FOR PEDIATRIC AND CONGENITAL HEART SURGERY,2016,10.1177/2150135115615786,FALSE,1
HOW TO OVERCOME LACK OF HEALTH RECORD DATA AND PRIVACY OBSTACLES IN INITIAL PHASES OF MEDICAL DATA ANALYSIS PROJECTS,"Mohamad, Yehya (22433304000); Gabber, Alexander (57706008400); Heidenblut, Sonja (34876876100); Zenz, Daniel (57190251702); Siddiqi, Anam (57705872700); Gappa, Henrike (22333992600)",Computing and Informatics,2022,10.31577/cai_2022_1_233,FALSE,1
How to use frailtypack for validating failure-time surrogate endpoints using individual patient data from meta-analyses of randomized controlled trials,Sofeu CL,PLoS One,2020,10.1371/journal.pone.0228098,FALSE,1
Hybrid Deep Learning Approach for Accurate Tumor Detection in Medical Imaging Data,Cifci MA,Diagnostics (Basel),2023,10.3390/diagnostics13061025,FALSE,1
Hybrid Method of Artificial Neural Network and Simulated Annealing Algorithm for Optimizing Wideband Patch Antennas,"He, Yejun (1); Huang, Jinhua (1); Li, Wenting (1); Zhang, Long (1); Wong, Sai-Wai (1); Chen, Zhi Ning (2)",IEEE Transactions on Antennas and Propagation,2024,,FALSE,1
Hyperelastic membrane modelling based on data-driven constitutive relations,"Salamatova, Victoria Yu. (24367406100); Liogky, Alexey A. (57212007553)",Russian Journal of Numerical Analysis and Mathematical Modelling,2020,10.1515/rnam-2020-0013,FALSE,1
Hypersphere clustering to characterize healthcare providers using prescriptions and procedures from Medicare claims data,Fillmore N,AMIA Annu Symp Proc,2020,,FALSE,1
Identifying and handling data bias within primary healthcare data using synthetic data generators,Draghi B,Heliyon,2024,10.1016/j.heliyon.2024.e24164,FALSE,1
Identifying Obviously Artificial Medical Images Produced by a Generative Adversarial Network,O'Reilly JA,Annu Int Conf IEEE Eng Med Biol Soc,2022,10.1109/EMBC48229.2022.9871217,FALSE,1
Identifying spatio-temporal seizure propagation patterns in epilepsy using Bayesian inference,"Vattikonda, AN; Hashemi, M; Sip, V; Woodman, MM; Bartolomei, F; Jirsa, VK",COMMUNICATIONS BIOLOGY,2021,10.1038/s42003-021-02751-5,FALSE,1
Image reconstruction using UNET-transformer network for fast and low-dose PET scans,Kaviani S,Comput Med Imaging Graph,2023,10.1016/j.compmedimag.2023.102315,FALSE,1
"Immunization data quality and factors influencing data generation, handling and use in Wogera District, Northern Ethiopia, 2020","Madebo, Tesfahun Hailemariam (57432066800); Gezie, Lemma Derseh (56734487000); Teklu, Alemayehu (57201915747); Mekonnen, Zeleke Abebaw (58442369300); Shahabuddin, Asm (56662072400); Tilahun, Binyam (57212075730)",Ethiopian Journal of Health Development,2021,,FALSE,1
Impact of discretization of the timeline for longitudinal causal inference methods,Ferreira Guerra S,Stat Med,2020,10.1002/sim.8710,FALSE,1
Impact of missing data on bias and precision when estimating change in patient-reported outcomes from a clinical registry,"Ayilara, OF; Zhang, L; Sajobi, TT; Sawatzky, R; Bohm, E; Lix, LM",HEALTH AND QUALITY OF LIFE OUTCOMES,2019,10.1186/s12955-019-1181-2,FALSE,1
Impact of motion compensation and partial volume correction for 18F-NaF PET/CT imaging of coronary plaque,"Cal-González, J; Tsoumpas, C; Lassen, ML; Rasul, S; Koller, L; Hacker, M; Schäfers, K; Beyer, T",PHYSICS IN MEDICINE AND BIOLOGY,2018,10.1088/1361-6560/aa97c8,FALSE,1
Implementation of a graph-embedded topic model for analysis of population-level electronic health records,Wang Y,STAR Protoc,2023,10.1016/j.xpro.2022.101966,FALSE,1
Implementation of an analytically based scatter correction in SPECT reconstructions,"Vandervoort, Eric (57203619897); Celler, Anna (7003743025); Wells, Glenn (58358326300); Blinder, Stéphan (35434672400); Dixon, Katherine (7102620548); Pang, Yanxin (8554842100)",IEEE Transactions on Nuclear Science,2005,10.1109/TNS.2005.851463,FALSE,1
Implementing community participation via interdisciplinary teams in primary care: An Irish case study in practice,Tierney E,Health Expect,2018,10.1111/hex.12692,FALSE,1
IMPLEMENTING TOOLS TO PROMOTE ADHERENCE TO ANTIRETROVIRAL THERAPY AT FACILITIES IN KENYA,Gitau L,East Afr Med J,2014,,FALSE,1
Improved Coupled Tensor Factorization with Its Applications in Health Data Analysis,"Wu, Qing (57199303484); Wang, Jie (57195958261); Fan, Jin (56542158600); Xu, Gang (55935631700); Wu, Jia (23971568900); Johnson, Blake (7404748472); Li, Xingfei (57204648601); Do, Quan (57192067808); Ge, Ruiquan (57225423805)",Complexity,2019,10.1155/2019/1574240,FALSE,1
Improving diabetes disease patients classification using stacking ensemble method with PIMA and local healthcare data,Reza MS,Heliyon,2024,10.1016/j.heliyon.2024.e24536,FALSE,1
Improving Patient Flow in a Primary Care Clinic,"Preuss, Nathan (57880619100); Guo, Lin (57204757816); Allen, Janet K. (7406422762); Mistree, Farrokh (7005247880)",Operations Research Forum,2022,10.1007/s43069-022-00152-w,FALSE,1
Improving prescribing through big data approaches-Ten years of the Scottish Prescribing Information System,"Bennie, M; Malcolm, W; McTaggart, S; Mueller, T",BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,2020,10.1111/bcp.14184,FALSE,1
Improving robustness of automatic cardiac function quantification from cine magnetic resonance imaging using synthetic image data,Gheorghiță BA,Sci Rep,2022,10.1038/s41598-022-06315-3,FALSE,1
Improving the performance of machine learning penicillin adverse drug reaction classification with synthetic data and transfer learning,Stanekova V,Intern Med J,2024,10.1111/imj.16360,FALSE,1
"Improving the Utility of Poisson-Distributed, Differentially Private Synthetic Data Via Prior Predictive Truncation with an Application to CDC WONDER","Quick, Harrison (54684953900)",Journal of Survey Statistics and Methodology,2022,10.1093/jssam/smac007,FALSE,1
Imputation and missing indicators for handling missing data in the development and deployment of clinical prediction models: A simulation study,Sisk R,Stat Methods Med Res,2023,10.1177/09622802231165001,FALSE,1
Imputation of clinical covariates in time series,"Bertsimas, Dimitris (7005282772); Orfanoudaki, Agni (57216889389); Pawlowski, Colin (57218860259)",Machine Learning,2021,10.1007/s10994-020-05923-2,FALSE,1
"In simulated data and health records, latent class analysis was the optimum multimorbidity clustering algorithm",Nichols L,J Clin Epidemiol,2022,10.1016/j.jclinepi.2022.10.011,FALSE,1
In-Mapper combiner based MapReduce algorithm for processing of big climate data,"Manogaran, Gunasekaran (57189873309); Lopez, Daphne (19934008400); Chilamkurti, Naveen (6602599658)",Future Generation Computer Systems,2018,10.1016/j.future.2018.02.048,FALSE,1
"Incidence, prevalence, and trends in endometriosis diagnosis: a United States population-based study from 2006 to 2015",Christ JP,Am J Obstet Gynecol,2021,10.1016/j.ajog.2021.06.067,FALSE,1
Increasing African genomic data generation and sharing to resolve rare and undiagnosed diseases in Africa: a call-to-action by the H3Africa rare diseases working group,Lumaka A,Orphanet J Rare Dis,2022,10.1186/s13023-022-02391-w,FALSE,1
Individual and contextual level enablers and barriers determining electronic community health information system implementation in northwest Ethiopia,Hailemariam T,BMC Health Serv Res,2023,10.1186/s12913-023-09629-8,FALSE,1
Inequalities on partial correlations in Gaussian graphical models containing star shapes,"Jones, E; Didelez, V",COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,2016,10.1080/03610926.2014.953696,FALSE,1
Inferring actual treatment pathways from patient records,Wilkins-Caruana A,J Biomed Inform,2023,10.1016/j.jbi.2023.104554,FALSE,1
Information flow and health policy literacy: The role of: The media,"Wolbring, Gregor (6602076751); Leopatra, Verlyn (55357937200); Yumakulov, Sophya (55357324500)",Information (Switzerland),2012,10.3390/info3030391,FALSE,1
Informative missingness in electronic health record systems: the curse of knowing,Groenwold RHH,Diagn Progn Res,2020,10.1186/s41512-020-00077-0,FALSE,1
Integrated Demand Response Optimization for Consumer With Herd Mentality: A Genetic Simulated Annealing Approach,"Huo, Xianxu (1); Yu, Jiancheng (2); Pang, Chao (1); Ding, Yi (1); Zhang, Jian (2); Zhao, Chenyang (2); Yu, Bo (2)",IEEE Access,2024,,FALSE,1
Integrating ecological security assessment and problem area identification: Simulated annealing and multi-model fusion,"Zhang, Lindan (1, 2); Wang, Guangjie (1, 2); Peng, Wenfu (1, 2); Zhang, Ji (1, 2); Qin, Songsong (3)",Ecological Indicators,2024,,FALSE,1
Integrating multidimensional data for clustering analysis with applications to cancer patient data,Park S,J Am Stat Assoc,2021,10.1080/01621459.2020.1730853,FALSE,1
Integration of elicited expert information via a power prior in Bayesian variable selection: Application to colon cancer data,Boulet S,Stat Methods Med Res,2020,10.1177/0962280219841082,FALSE,1
Intention to Use an Electronic Community Health Information System Among Health Extension Workers in Rural Northwest Ethiopia: Cross-Sectional Study Using the Unified Theory of Acceptance and Use of Technology 2 Model,Hailemariam T,JMIR Hum Factors,2024,10.2196/47081,FALSE,1
Interdisciplinary research unlocking innovative solutions in healthcare,"Lepore, Dominique (57208795026); Dolui, Koustabh (55905939700); Tomashchuk, Oleksandr (57204612747); Shim, Heereen (57224369378); Puri, Chetanya (57188754343); Li, Yuan (57218412640); Chen, Nuoya (57219980263); Spigarelli, Francesca (55574504500)",Technovation,2023,10.1016/j.technovation.2022.102511,FALSE,1
Interdisciplinary Teams in Health Informatics: Using FHIR Standards to Share Computable Knowledge,Andrikopoulou E,Stud Health Technol Inform,2023,10.3233/SHTI230201,FALSE,1
Internal Motion Estimation by Internal-external Motion Modeling for Lung Cancer Radiotherapy,Chen H,Sci Rep,2018,10.1038/s41598-018-22023-3,FALSE,1
International electronic health record-derived COVID-19 clinical course profiles: the 4CE consortium,"Brat, Gabriel A. (21833343000); Weber, Griffin M. (7402212831); Gehlenborg, Nils (57208464039); Avillach, Paul (23972137300); Palmer, Nathan P. (12141507000); Chiovato, Luca (7004284732); Cimino, James (7006337145); Waitman, Lemuel R. (6603246496); Omenn, Gilbert S. (35234686300); Malovini, Alberto (23005132600); Moore, Jason H. (7405241093); Beaulieu-Jones, Brett K. (57191613442); Tibollo, Valentina (39763027500); Murphy, Shawn N. (7402778470); Yi, Sehi L’ (57218564802); Keller, Mark S. (57218566652); Bellazzi, Riccardo (58709404600); Hanauer, David A. (8285567600); Serret-Larmande, Arnaud (57210442832); Gutierrez-Sacristan, Alba (56728807700); Holmes, John J. (58391972800); Bell, Douglas S. (7403648003); Mandl, Kenneth D. (7003721828); Follett, Robert W. (57211975667); Klann, Jeffrey G. (25929304800); Murad, Douglas A. (57218570349); Scudeller, Luigia (57192320359); Bucalo, Mauro (54791883300); Kirchoff, Katie (57218566896); Craig, Jean (56016636200); Obeid, Jihad (6602152361); Jouhet, Vianney (35320000100); Griffier, Romain (57208534119); Cossin, Sebastien (55561443900); Moal, Bertrand (54400166800); Patel, Lav P. (57218567119); Bellasi, Antonio (55955180300); Prokosch, Hans U. (6701859198); Kraska, Detlef (6507021121); Sliz, Piotr (6507858144); Tan, Amelia L. M. (57739529900); Ngiam, Kee Yuan (55388553800); Zambelli, Alberto (7004364412); Mowery, Danielle L. (36982065300); Schiver, Emily (57218567371); Devkota, Batsal (24376221600); Bradford, Robert L. (55623417700); Daniar, Mohamad (57218568715); Daniel, Christel (24334555100); Benoit, Vincent (57194345930); Bey, Romain (57221489005); Paris, Nicolas (57204777182); Serre, Patricia (57204776536); Orlova, Nina (57204771205); Dubiel, Julien (57221492433); Hilka, Martin (57218568565); Jannot, Anne Sophie (6507981039); Breant, Stephane (57204773507); Leblanc, Judith (55332981700); Griffon, Nicolas (36861631300); Burgun, Anita (7004335489); Bernaux, Melodie (54392403700); Sandrin, Arnaud (57215315640); Salamanca, Elisa (57202802600); Cormont, Sylvie (8586210700); Ganslandt, Thomas (6602762221); Gradinger, Tobias (57210806983); Champ, Julien (24528232800); Boeker, Martin (24331040500); Martel, Patricia (57221490479); Esteve, Loic (57221490387); Gramfort, Alexandre (23388890700); Grisel, Olivier (54379893900); Leprovost, Damien (55129215400); Moreau, Thomas (56215502000); Varoquaux, Gael (12808763400); Vie, Jill-Jênn (55354364400); Wassermann, Demian (8265430900); Mensch, Arthur (57221489148); Caucheteux, Charlotte (57218564500); Haverkamp, Christian (36465114800); Lemaitre, Guillaume (57201562636); Bosari, Silvano (7003540682); Krantz, Ian D. (7004409233); South, Andrew (57218105708); Cai, Tianxi (7102610149); Kohane, Isaac S. (35264289500)",npj Digital Medicine,2020,10.1038/s41746-020-00308-0,FALSE,1
Internet use and health: Connecting secondary data through spatial microsimulation,Deetjen U,Digit Health,2016,10.1177/2055207616666588,FALSE,1
Interpretable Data-Driven Approach Based on Feature Selection Methods and GAN-Based Models for Cardiovascular Risk Prediction in Diabetic Patients,"Chushig-Muzo, David (1); Calero-Diaz, Hugo (1); Lara-Abelenda, Francisco J. (1); Gomez-Martinez, Vanesa (1); Granja, Conceicao (2); Soguero-Ruiz, Cristina (1)",IEEE Access,2024,,FALSE,1
Interpretation of increments in serial tumour biomarker concentrations depends on the distance of the baseline concentration from the cut-off,Petersen PH,Clin Chem Lab Med,2011,10.1515/CCLM.2011.045,FALSE,1
Interval-cohort designs and bias in the estimation of per-protocol effects: A simulation study,"Young, Jessica G. (35112182200); Vatsa, Rajet (57210888117); Murray, Eleanor J. (49961977200); Hernán, Miguel A. (7005914051)",Trials,2019,10.1186/s13063-019-3577-z,FALSE,1
Introducing the fit-criteria assessment plot - A visualisation tool to assist class enumeration in group-based trajectory modelling,Klijn SL,Stat Methods Med Res,2017,10.1177/0962280215598665,FALSE,1
Introduction to statistical simulations in health research,Boulesteix AL,BMJ Open,2020,10.1136/bmjopen-2020-039921,FALSE,1
Investigating heterogeneity in an individual patient data meta-analysis of time to event outcomes,Smith CT,Stat Med,2005,10.1002/sim.2050,FALSE,1
Investigating synthetic medical time-series resemblance,"Bhanot, Karan (57215610908); Pedersen, Joseph (57660453800); Guyon, Isabelle (6603114322); Bennett, Kristin P. (7202750503)",Neurocomputing,2022,10.1016/j.neucom.2022.04.097,FALSE,1
Investigating the relationship between non-occupational pesticide exposure and metabolomic biomarkers,"Palaniswamy, S; Abass, K; Rysä, J; Grimalt, JO; Odland, JO; Rautio, A; Järvelin, MR",FRONTIERS IN PUBLIC HEALTH,2023,10.3389/fpubh.2023.1248609,FALSE,1
Iron dysregulation and inflammatory stress erythropoiesis associates with long-term outcome of COVID-19,"Hanson, AL; Mulè, MP; Ruffieux, H; Mescia, F; Bergamaschi, L; Pelly, VS; Turner, L; Kotagiri, P; Göttgens, B; Hess, C; Gleadall, N; Bradley, JR; Nathan, JA; Lyons, PA; Drakesmith, H; Smith, KGC",NATURE IMMUNOLOGY,2024,10.1038/s41590-024-01754-8,FALSE,1
"Isabl Platform, a digital biobank for processing multimodal patient data",Medina-Martínez JS,BMC Bioinformatics,2020,10.1186/s12859-020-03879-7,FALSE,1
Joint modelling of choice and rating data: Theory and examples,"Webb, EJD; Hess, S",JOURNAL OF CHOICE MODELLING,2021,10.1016/j.jocm.2021.100304,FALSE,1
Kappa statistic for clustered physician-patients polytomous data,"Yang, Zhao (19639663700); Zhou, Ming (56020681500)",Computational Statistics and Data Analysis,2015,10.1016/j.csda.2015.01.007,FALSE,1
Keeping synthetic patients on track: feedback mechanisms to mitigate performance drift in longitudinal health data simulation,Zhang Z,J Am Med Inform Assoc,2022,10.1093/jamia/ocac131,FALSE,1
Key Contributions in Clinical Research Informatics,Daniel C,Yearb Med Inform,2021,10.1055/s-0041-1726514,FALSE,1
Labeling Self-Tracked Menstrual Health Records With Hidden Semi-Markov Models,Symul L,IEEE J Biomed Health Inform,2022,10.1109/JBHI.2021.3110716,FALSE,1
Lack of Identification in Semiparametric Instrumental Variable Models With Binary Outcomes,"Burgess, S; Granell, R; Palmer, TM; Sterne, JAC; Didelez, V",AMERICAN JOURNAL OF EPIDEMIOLOGY,2014,10.1093/aje/kwu107,FALSE,1
Large language models to identify social determinants of health in electronic health records,Guevara M,NPJ Digit Med,2024,10.1038/s41746-023-00970-0,FALSE,1
Large-scale constellation TT&C resource scheduling algorithm based on adaptive simulated annealing,"Wu, Guohua (1); Wang, Tianyu (1)",Hangkong Xuebao/Acta Aeronautica et Astronautica Sinica,2023,,FALSE,1
LDP-GAN : Generative adversarial networks with local differential privacy for patient medical records synthesis,Gwon H,Comput Biol Med,2024,10.1016/j.compbiomed.2023.107738,FALSE,1
Learning debiased graph representations from the OMOP common data model for synthetic data generation,"Schulz, Nicolas Alexander (59188508900); Carus, Jasmin (57653362800); Wiederhold, Alexander Johannes (57405795900); Johanns, Ole (57200695370); Peters, Frederik (57211919215); Rath, Natalie (59033694600); Rausch, Katharina (59033013100); Holleczek, Bernd (18535786100); Katalinic, Alexander (54779765400); Gundler, Christopher (57459971000)",BMC medical research methodology,2024,10.1186/s12874-024-02257-8,FALSE,1
Learning the progression patterns of treatments using a probabilistic generative model,Zaballa O,J Biomed Inform,2023,10.1016/j.jbi.2022.104271,FALSE,1
"Level of health data quality and information use, and contributing factors in the Benishangul Gumuze Region, west Ethiopia: using social ecological framework","Tilahun, Binyam (57212075730); Derseh, Lemma (56734487000); Atnafu, Asmamaw (43761960300); Mamuye, Adane (57193271449); Muluneh, Dawit (57931425700); Mengesha, Megdelawit (57221764043); Assaid, Nuradin (57931561800); Hailemariam, Tesfahun (57207880974); Chanyalew, Moges Asressie (57221687134); Endehabtu, Berhanu Fikadie (57210802330)",Ethiopian Journal of Health Development,2022,,FALSE,1
Leveraging AI-Generated Content for Synthetic Electronic Health Record Generation With Deep Learning-Based Diagnosis Model,"Abdel-Khalek, Sayed (6506630609); Algarni, Abeer D. (57204971671); Amoudi, Ghada (6506186790); Alkhalaf, Salem (41661143900); Alhomayani, Fahad Mohammed (57218996816); Kathiresan, Shankar (58314132800)",IEEE Transactions on Consumer Electronics,2024,10.1109/TCE.2024.3415626,FALSE,1
Leveraging Artificial Intelligence and Synthetic Data Derivatives for Spine Surgery Research,Greenberg JK,Global Spine J,2023,10.1177/21925682221085535,FALSE,1
Limits of 2D-TCA in detecting BOLD responses to epileptic activity,Khatamian YB,Epilepsy Res,2011,10.1016/j.eplepsyres.2011.01.018,FALSE,1
Linkage of patient records from disparate sources,Li X,Stat Methods Med Res,2013,10.1177/0962280211403600,FALSE,1
Linking Data for Mothers and Babies in De-Identified Electronic Health Data,Harron K,PLoS One,2016,10.1371/journal.pone.0164667,FALSE,1
Long Short-Team Memory for Forecasting Degradation Recovery Process with Binary Maintenance Intervention Records,"Kosukegawa, Katsuya (57973657500); Kawamoto, Kazuhiko (8921528700)","IEICE Transactions on Fundamentals of Electronics, Communications and Computer Sciences",2024,10.1587/transfun.2023EAL2019,FALSE,1
Loss of population data sources when health systems are not responsible for geographically defined populations: implications of the Health and Social Care Act of 2012 in England,Pollock AM,Evid Based Med,2014,10.1136/eb-2013-101287,FALSE,1
Machine learning for comprehensive forecasting of Alzheimer's Disease progression,Fisher CK,Sci Rep,2019,10.1038/s41598-019-49656-2,FALSE,1
Machine learning models trained on synthetic datasets of multiple sample sizes for the use of predicting blood pressure from clinical data in a national dataset,Arora A,PLoS One,2023,10.1371/journal.pone.0283094,FALSE,1
Making sense of big data in health research: Towards an EU action plan,"Auffray, C; Balling, R; Barroso, I; Bencze, L; Benson, M; Bergeron, J; Bernal-Delgado, E; Blomberg, N; Bock, C; Conesa, A; Del Signore, S; Delogne, C; Devilee, P; Di Meglio, A; Eijkemans, M; Flicek, P; Graf, N; Grimm, V; Guchelaar, HJ; Guo, YK; Gut, IG; Hanbury, A; Hanif, S; Hilgers, RD; Honrado, A; Hose, DR; Houwing-Duistermaat, J; Hubbard, T; Janacek, SH; Karanikas, H; Kievits, T; Kohler, M; Kremer, A; Lanfear, J; Lengauer, T; Maes, E; Meert, T; Müller, W; Nickel, D; Oledzki, P; Pedersen, B; Petkovic, M; Pliakos, K; Rattray, M; Más, JRI; Schneider, R; Sengstag, T; Serra-Picamal, X; Spek, W; Vaas, LAI; van Batenburg, O; Vandelaer, M; Varnai, P; Villoslada, P; Vizcaíno, JA; Wubbe, JPM; Zanetti, G",GENOME MEDICINE,2016,10.1186/s13073-016-0323-y,FALSE,1
Managing uncertainty in imputing missing symptom value for healthcare of rural India,Das S,Health Inf Sci Syst,2019,10.1007/s13755-019-0066-4,FALSE,1
MARS: Assisting Human with Information Processing Tasks Using Machine Learning,"Shen, Cong (23010314800); Qian, Zhaozhi (57217194707); Huyuk, Alihan (57216852079); van der Schaar, Mihaela (35605361700)",ACM Transactions on Computing for Healthcare,2022,10.1145/3494582,FALSE,1
Matching Microsimulation Risk Factor Correlations to Cross-sectional Data: The Shortest Distance Method,Suen SC,Med Decis Making,2018,10.1177/0272989X17741635,FALSE,1
Matching-adjusted indirect comparisons of annualized bleeding rate and utilization of BAY 94-9027 versus three recombinant factor VIII agents for prophylaxis in patients with severe hemophilia A,Batt K,J Blood Med,2019,10.2147/JBM.S206806,FALSE,1
Material practices for meaningful engagement: An analysis of participatory learning and action research techniques for data generation and analysis in a health research partnership,O'Reilly-de Brún M,Health Expect,2018,10.1111/hex.12598,FALSE,1
Measuring and Promoting SARS-CoV-2 Vaccine Equity: Development of a COVID-19 Vaccine Equity Index,Pressman AR,Health Equity,2021,10.1089/heq.2021.0047,FALSE,1
Mechanical aortic valve prostheses offer a survival benefit in 50-65 year olds: AUTHEARTVISIT study,"Traxler, D; Krotka, P; Laggner, M; Mildner, M; Graf, A; Reichardt, B; Wendt, R; Auer, J; Moser, B; Mascherbauer, J; Ankersmit, HJ",EUROPEAN JOURNAL OF CLINICAL INVESTIGATION,2022,10.1111/eci.13736,FALSE,1
MedWGAN based synthetic dataset generation for Uveitis pathology,"Sliman, Heithem (58192608800); Megdiche, Imen (55364699600); Alajramy, Loay (57945202300); Taweel, Adel (8434902100); Yangui, Sami (50061953500); Drira, Aida (38961232000); Lamine, Elyes (36925522200)",Intelligent Systems with Applications,2023,10.1016/j.iswa.2023.200223,FALSE,1
Membership inference attacks against synthetic health data,Zhang Z,J Biomed Inform,2022,10.1016/j.jbi.2021.103977,FALSE,1
Meta-analysis of non-linear exposure-outcome relationships using individual participant data: A comparison of two methods,White IR,Stat Med,2019,10.1002/sim.7974,FALSE,1
